image_id,tp,fp,fn,tn,precision,recall,accuracy
000530,6,0,0,8,1.0,1.0,1.0
000547,8,2,2,17,0.8,0.8,0.862
000549,3,1,5,7,0.75,0.375,0.625
000550,7,3,9,26,0.7,0.438,0.733
000555,2,2,2,40,0.5,0.5,0.913
000594,1,0,0,9,1.0,1.0,1.0
000599,1,2,0,11,0.333,1.0,0.857
000617,5,0,6,14,1.0,0.455,0.76
000618,1,0,0,8,1.0,1.0,1.0
000627,3,0,4,23,1.0,0.429,0.867
000635,1,2,1,17,0.333,0.5,0.857
000660,4,1,8,16,0.8,0.333,0.69
000668,6,0,10,22,1.0,0.375,0.737
000670,4,0,2,28,1.0,0.667,0.941
000691,8,5,13,10,0.615,0.381,0.5
000695,7,0,5,14,1.0,0.583,0.808
000698,7,4,18,9,0.636,0.28,0.421
000724,4,0,3,20,1.0,0.571,0.889
000728,1,1,0,19,0.5,1.0,0.952
000729,6,0,0,5,1.0,1.0,1.0
000759,3,2,1,8,0.6,0.75,0.786
000773,3,0,3,22,1.0,0.5,0.893
000775,3,1,15,10,0.75,0.167,0.448
000783,5,3,11,11,0.625,0.312,0.533
000789,8,1,6,28,0.889,0.571,0.837
000803,3,1,6,10,0.75,0.333,0.65
000814,2,1,6,6,0.667,0.25,0.533
000838,6,3,5,10,0.667,0.545,0.667
000839,1,0,2,31,1.0,0.333,0.941
000844,10,3,12,12,0.769,0.455,0.595
000849,4,0,5,30,1.0,0.444,0.872
000860,9,3,7,16,0.75,0.562,0.714
000880,2,0,8,31,1.0,0.2,0.805
000889,4,2,6,9,0.667,0.4,0.619
000896,3,0,13,11,1.0,0.188,0.519
000919,2,0,1,14,1.0,0.667,0.941
000922,0,1,0,9,0.0,1.0,0.9
000924,1,1,1,12,0.5,0.5,0.867
000928,6,0,0,14,1.0,1.0,1.0
000942,6,3,6,8,0.667,0.5,0.609
000943,5,3,13,7,0.625,0.278,0.429
000944,7,2,4,10,0.778,0.636,0.739
000960,1,0,0,5,1.0,1.0,1.0
000988,0,2,0,9,0.0,1.0,0.818
000996,1,0,0,3,1.0,1.0,1.0
000999,3,2,12,15,0.6,0.2,0.562
001001,3,1,3,12,0.75,0.5,0.789
001005,3,1,1,15,0.75,0.75,0.9
001006,3,2,1,16,0.6,0.75,0.864
001015,4,0,2,7,1.0,0.667,0.846
001020,2,2,1,9,0.5,0.667,0.786
001031,4,0,1,9,1.0,0.8,0.929
001038,11,0,2,7,1.0,0.846,0.9
001056,4,1,11,14,0.8,0.267,0.6
001065,2,0,0,12,1.0,1.0,1.0
001069,7,1,12,41,0.875,0.368,0.787
001078,1,0,0,18,1.0,1.0,1.0
001126,2,0,0,7,1.0,1.0,1.0
001130,1,2,3,13,0.333,0.25,0.737
001144,1,1,2,15,0.5,0.333,0.842
001148,5,0,7,39,1.0,0.417,0.863
001163,4,0,8,32,1.0,0.333,0.818
001170,1,0,5,5,1.0,0.167,0.545
001218,11,2,13,14,0.846,0.458,0.625
001227,1,1,1,3,0.5,0.5,0.667
001237,4,2,5,42,0.667,0.444,0.868
001248,7,2,7,16,0.778,0.5,0.719
001275,3,3,4,11,0.5,0.429,0.667
001278,5,1,27,12,0.833,0.156,0.378
001291,3,3,14,16,0.5,0.176,0.528
001313,4,4,16,19,0.5,0.2,0.535
001361,6,2,9,9,0.75,0.4,0.577
001372,2,2,8,19,0.5,0.2,0.677
001374,5,1,10,33,0.833,0.333,0.776
001377,6,1,5,8,0.857,0.545,0.7
001402,2,2,2,13,0.5,0.5,0.789
001421,3,0,2,10,1.0,0.6,0.867
001435,3,0,3,21,1.0,0.5,0.889
001441,3,0,3,12,1.0,0.5,0.833
001448,13,2,10,7,0.867,0.565,0.625
001450,4,5,6,18,0.444,0.4,0.667
001453,4,1,12,22,0.8,0.25,0.667
001460,1,0,0,5,1.0,1.0,1.0
001468,8,2,8,40,0.8,0.5,0.828
001470,1,0,0,13,1.0,1.0,1.0
001471,5,3,15,12,0.625,0.25,0.486
001472,9,0,10,12,1.0,0.474,0.677
001482,1,0,9,5,1.0,0.1,0.4
001490,10,0,10,17,1.0,0.5,0.73
001510,2,0,2,9,1.0,0.5,0.846
001518,0,2,2,8,0.0,0.0,0.667
001529,4,1,0,3,0.8,1.0,0.875
001532,1,1,2,13,0.5,0.333,0.824
001555,2,0,10,10,1.0,0.167,0.545
001577,2,1,8,20,0.667,0.2,0.71
001583,4,0,4,2,1.0,0.5,0.6
001597,3,2,7,9,0.6,0.3,0.571
001604,5,2,5,15,0.714,0.5,0.741
001605,1,3,3,13,0.25,0.25,0.7
001619,3,0,3,10,1.0,0.5,0.812
001626,5,0,1,10,1.0,0.833,0.938
001650,5,4,6,8,0.556,0.455,0.565
001658,6,1,4,9,0.857,0.6,0.75
001679,3,0,0,12,1.0,1.0,1.0
001690,4,0,4,17,1.0,0.5,0.84
001695,3,2,5,6,0.6,0.375,0.562
001708,9,4,8,19,0.692,0.529,0.7
001713,4,2,11,16,0.667,0.267,0.606
001730,3,1,1,8,0.75,0.75,0.846
001739,2,1,12,11,0.667,0.143,0.5
001745,2,0,7,6,1.0,0.222,0.533
001753,5,0,1,10,1.0,0.833,0.938
001783,6,3,15,11,0.667,0.286,0.486
001840,1,2,3,3,0.333,0.25,0.444
001861,2,1,5,25,0.667,0.286,0.818
001863,8,0,4,17,1.0,0.667,0.862
001865,10,0,8,21,1.0,0.556,0.795
001877,1,2,34,7,0.333,0.029,0.182
001917,4,4,25,13,0.5,0.138,0.37
001925,3,0,5,13,1.0,0.375,0.762
001949,1,0,3,47,1.0,0.25,0.941
001958,8,8,26,8,0.5,0.235,0.32
001959,1,1,0,12,0.5,1.0,0.929
001969,2,0,0,9,1.0,1.0,1.0
001979,2,1,0,23,0.667,1.0,0.962
002023,6,1,2,27,0.857,0.75,0.917
002026,6,1,3,19,0.857,0.667,0.862
002042,2,6,8,12,0.25,0.2,0.5
002052,2,0,0,14,1.0,1.0,1.0
002079,4,1,2,6,0.8,0.667,0.769
002099,7,3,2,20,0.7,0.778,0.844
002102,4,0,2,29,1.0,0.667,0.943
002109,7,1,8,12,0.875,0.467,0.679
002126,4,2,7,11,0.667,0.364,0.625
002127,8,4,7,23,0.667,0.533,0.738
002139,1,1,1,26,0.5,0.5,0.931
002148,0,1,0,14,0.0,1.0,0.933
002150,6,0,7,9,1.0,0.462,0.682
002174,4,0,6,31,1.0,0.4,0.854
002186,2,2,1,22,0.5,0.667,0.889
002193,2,3,9,7,0.4,0.182,0.429
002199,2,2,0,29,0.5,1.0,0.939
002203,5,0,3,12,1.0,0.625,0.85
002236,6,4,7,33,0.6,0.462,0.78
002249,4,0,3,7,1.0,0.571,0.786
002266,2,2,6,22,0.5,0.25,0.75
002280,4,0,6,13,1.0,0.4,0.739
002287,4,2,2,9,0.667,0.667,0.765
002301,1,0,0,24,1.0,1.0,1.0
002309,8,3,6,8,0.727,0.571,0.64
002316,5,5,6,11,0.5,0.455,0.593
002320,3,0,20,17,1.0,0.13,0.5
002327,1,1,0,17,0.5,1.0,0.947
002344,5,0,1,8,1.0,0.833,0.929
002353,5,1,3,10,0.833,0.625,0.789
002359,4,0,9,11,1.0,0.308,0.625
002406,1,0,0,33,1.0,1.0,1.0
002409,9,4,15,13,0.692,0.375,0.537
002417,10,1,8,4,0.909,0.556,0.609
002433,2,0,0,9,1.0,1.0,1.0
002436,4,0,0,6,1.0,1.0,1.0
002438,9,3,5,5,0.75,0.643,0.636
002444,2,0,7,16,1.0,0.222,0.72
002463,4,2,6,8,0.667,0.4,0.6
002485,9,0,2,11,1.0,0.818,0.909
002495,3,1,4,32,0.75,0.429,0.875
002498,0,1,0,2,0.0,1.0,0.667
002514,6,1,6,7,0.857,0.5,0.65
002527,6,6,6,7,0.5,0.5,0.52
002532,1,0,1,27,1.0,0.5,0.966
002536,1,2,4,19,0.333,0.2,0.769
002539,4,0,1,8,1.0,0.8,0.923
002546,1,0,0,5,1.0,1.0,1.0
002564,2,1,2,13,0.667,0.5,0.833
002569,4,0,0,11,1.0,1.0,1.0
002577,1,1,2,20,0.5,0.333,0.875
002582,10,2,15,7,0.833,0.4,0.5
002603,1,2,5,18,0.333,0.167,0.731
002606,7,2,8,21,0.778,0.467,0.737
002613,2,0,9,48,1.0,0.182,0.847
002619,7,5,9,26,0.583,0.438,0.702
002624,8,0,6,11,1.0,0.571,0.76
002625,6,0,0,21,1.0,1.0,1.0
002649,0,2,0,29,0.0,1.0,0.935
002668,2,1,7,16,0.667,0.222,0.692
002674,1,0,0,33,1.0,1.0,1.0
002716,1,1,4,15,0.5,0.2,0.762
002720,3,1,12,10,0.75,0.2,0.5
002731,8,2,3,6,0.8,0.727,0.737
002733,3,0,4,4,1.0,0.429,0.636
002734,3,5,8,8,0.375,0.273,0.458
002745,0,1,1,23,0.0,0.0,0.92
002751,4,0,0,21,1.0,1.0,1.0
002754,2,0,0,18,1.0,1.0,1.0
002769,5,2,2,29,0.714,0.714,0.895
002790,0,2,1,16,0.0,0.0,0.842
002795,4,0,5,3,1.0,0.444,0.583
002799,9,4,8,10,0.692,0.529,0.613
002813,9,1,0,9,0.9,1.0,0.947
002828,6,2,9,11,0.75,0.4,0.607
002831,4,1,1,14,0.8,0.8,0.9
002843,3,1,3,10,0.75,0.5,0.765
002845,13,0,3,6,1.0,0.812,0.864
002850,1,1,2,3,0.5,0.333,0.571
002855,0,2,12,6,0.0,0.0,0.3
002880,2,0,4,10,1.0,0.333,0.75
002909,3,2,0,21,0.6,1.0,0.923
002919,2,0,0,40,1.0,1.0,1.0
002922,5,5,4,9,0.5,0.556,0.609
002925,3,0,1,4,1.0,0.75,0.875
002949,2,1,2,6,0.667,0.5,0.727
002955,3,0,0,13,1.0,1.0,1.0
002958,5,0,1,11,1.0,0.833,0.941
002976,4,0,6,14,1.0,0.4,0.75
002979,5,1,15,7,0.833,0.25,0.429
003006,6,0,5,5,1.0,0.545,0.688
003013,6,0,1,11,1.0,0.857,0.944
003032,2,0,6,25,1.0,0.25,0.818
003034,2,0,3,8,1.0,0.4,0.769
003059,3,5,20,17,0.375,0.13,0.444
003061,11,0,10,7,1.0,0.524,0.643
003063,6,1,1,10,0.857,0.857,0.889
003066,3,2,3,15,0.6,0.5,0.783
003067,8,3,13,13,0.727,0.381,0.568
003078,1,0,1,24,1.0,0.5,0.962
003083,9,1,6,5,0.9,0.6,0.667
003089,0,1,6,38,0.0,0.0,0.844
003091,2,1,3,21,0.667,0.4,0.852
003113,4,1,2,20,0.8,0.667,0.889
003139,5,1,11,10,0.833,0.312,0.556
003151,4,1,1,4,0.8,0.8,0.8
003160,1,2,6,25,0.333,0.143,0.765
003165,4,8,21,5,0.333,0.16,0.237
003170,1,2,0,3,0.333,1.0,0.667
003172,5,2,10,13,0.714,0.333,0.6
003174,5,2,14,16,0.714,0.263,0.568
003184,3,1,10,9,0.75,0.231,0.522
003187,2,1,6,12,0.667,0.25,0.667
003193,7,2,8,11,0.778,0.467,0.643
003202,6,0,1,2,1.0,0.857,0.889
003213,4,0,1,11,1.0,0.8,0.938
003235,9,4,12,14,0.692,0.429,0.59
003237,2,4,6,7,0.333,0.25,0.474
003248,9,0,6,14,1.0,0.6,0.793
003249,6,2,6,10,0.75,0.5,0.667
003268,4,0,1,11,1.0,0.8,0.938
003296,4,1,8,34,0.8,0.333,0.809
003304,3,0,7,20,1.0,0.3,0.767
003311,3,1,5,20,0.75,0.375,0.793
003312,2,0,4,22,1.0,0.333,0.857
003315,5,1,4,12,0.833,0.556,0.773
003346,2,0,5,15,1.0,0.286,0.773
003353,8,5,7,17,0.615,0.533,0.676
003354,13,2,8,7,0.867,0.619,0.667
003368,1,0,2,7,1.0,0.333,0.8
003390,2,0,2,26,1.0,0.5,0.933
003393,6,3,3,9,0.667,0.667,0.714
003400,1,1,0,15,0.5,1.0,0.941
003401,2,2,6,10,0.5,0.25,0.6
003433,7,1,4,6,0.875,0.636,0.722
003434,3,0,5,16,1.0,0.375,0.792
003435,1,3,5,39,0.25,0.167,0.833
003447,6,0,6,33,1.0,0.5,0.867
003451,1,0,1,3,1.0,0.5,0.8
003455,1,0,1,17,1.0,0.5,0.947
003482,2,1,8,9,0.667,0.2,0.55
003503,5,0,3,19,1.0,0.625,0.889
003505,8,0,1,9,1.0,0.889,0.944
003508,4,0,0,7,1.0,1.0,1.0
003512,6,0,3,18,1.0,0.667,0.889
003520,1,0,3,12,1.0,0.25,0.812
003524,3,4,10,14,0.429,0.231,0.548
003531,1,0,4,34,1.0,0.2,0.897
003553,8,1,9,8,0.889,0.471,0.615
003556,8,7,18,6,0.533,0.308,0.359
003566,4,1,1,6,0.8,0.8,0.833
003567,3,1,1,11,0.75,0.75,0.875
003581,1,3,6,52,0.25,0.143,0.855
003584,0,1,0,12,0.0,1.0,0.923
003589,1,0,17,47,1.0,0.056,0.738
003590,6,3,10,13,0.667,0.375,0.594
003601,5,0,0,11,1.0,1.0,1.0
003602,2,0,6,8,1.0,0.25,0.625
003617,2,1,3,5,0.667,0.4,0.636
003623,4,0,0,16,1.0,1.0,1.0
003627,1,1,2,16,0.5,0.333,0.85
003630,2,0,5,4,1.0,0.286,0.545
003635,6,2,5,12,0.75,0.545,0.72
003637,6,3,16,9,0.667,0.273,0.441
003644,5,1,2,8,0.833,0.714,0.812
003657,4,5,8,11,0.444,0.333,0.536
003660,1,1,1,3,0.5,0.5,0.667
003670,4,0,10,7,1.0,0.286,0.524
003679,2,1,2,8,0.667,0.5,0.769
003692,3,2,12,11,0.6,0.2,0.5
003709,8,1,3,12,0.889,0.727,0.833
003716,5,0,0,11,1.0,1.0,1.0
003719,1,1,3,22,0.5,0.25,0.852
003728,0,1,1,22,0.0,0.0,0.917
003755,8,3,9,4,0.727,0.471,0.5
003775,6,5,9,22,0.545,0.4,0.667
003797,2,0,1,17,1.0,0.667,0.95
003817,4,1,5,36,0.8,0.444,0.87
003839,5,1,17,9,0.833,0.227,0.438
003850,2,0,3,7,1.0,0.4,0.75
003871,4,0,1,18,1.0,0.8,0.957
003888,7,1,7,4,0.875,0.5,0.579
003902,4,2,7,32,0.667,0.364,0.8
003914,3,0,2,23,1.0,0.6,0.929
003918,0,1,0,0,0.0,0.0,0.0
003929,3,2,1,10,0.6,0.75,0.812
003935,3,0,1,10,1.0,0.75,0.929
003944,6,1,17,13,0.857,0.261,0.514
003954,3,5,13,8,0.375,0.188,0.379
003961,4,0,0,6,1.0,1.0,1.0
003962,2,2,4,36,0.5,0.333,0.864
003969,6,0,6,12,1.0,0.5,0.75
003976,2,2,1,5,0.5,0.667,0.7
003982,1,0,2,4,1.0,0.333,0.714
003988,3,0,2,15,1.0,0.6,0.9
003991,5,1,1,18,0.833,0.833,0.92
004063,8,3,6,8,0.727,0.571,0.64
004064,3,0,5,16,1.0,0.375,0.792
004069,6,3,11,10,0.667,0.353,0.533
004080,7,2,16,10,0.778,0.304,0.486
004086,9,2,3,4,0.818,0.75,0.722
004090,7,4,14,14,0.636,0.333,0.538
004098,2,0,1,21,1.0,0.667,0.958
004101,2,1,3,8,0.667,0.4,0.714
004134,7,0,11,5,1.0,0.389,0.522
004145,3,1,0,3,0.75,1.0,0.857
004148,3,0,1,8,1.0,0.75,0.917
004164,2,0,0,13,1.0,1.0,1.0
004173,3,1,2,5,0.75,0.6,0.727
004204,2,0,5,25,1.0,0.286,0.844
004211,1,0,4,11,1.0,0.2,0.75
004215,5,1,6,11,0.833,0.455,0.696
004228,2,0,1,4,1.0,0.667,0.857
004236,4,0,3,9,1.0,0.571,0.812
004237,3,2,2,32,0.6,0.6,0.897
004244,2,0,0,16,1.0,1.0,1.0
004262,2,0,1,16,1.0,0.667,0.947
004274,4,0,2,32,1.0,0.667,0.947
004282,6,1,6,12,0.857,0.5,0.72
004289,2,0,0,2,1.0,1.0,1.0
004308,3,0,3,23,1.0,0.5,0.897
004322,2,0,2,12,1.0,0.5,0.875
004328,2,0,1,22,1.0,0.667,0.96
004337,3,0,10,6,1.0,0.231,0.474
004349,1,0,1,6,1.0,0.5,0.875
004352,3,2,1,29,0.6,0.75,0.914
004362,4,2,1,11,0.667,0.8,0.833
004394,6,1,2,4,0.857,0.75,0.769
004405,2,0,4,11,1.0,0.333,0.765
004412,5,1,1,4,0.833,0.833,0.818
004421,3,0,2,19,1.0,0.6,0.917
004434,1,0,0,1,1.0,1.0,1.0
004444,4,0,0,18,1.0,1.0,1.0
004463,4,2,4,36,0.667,0.5,0.87
004471,11,1,11,7,0.917,0.5,0.6
004479,9,4,10,9,0.692,0.474,0.562
004491,4,0,4,16,1.0,0.5,0.833
004495,3,0,6,20,1.0,0.333,0.793
004517,1,0,3,25,1.0,0.25,0.897
004522,2,1,4,7,0.667,0.333,0.643
004525,5,1,18,23,0.833,0.217,0.596
004536,6,1,17,10,0.857,0.261,0.471
004544,2,0,3,7,1.0,0.4,0.75
004557,1,0,3,12,1.0,0.25,0.812
004590,9,1,9,13,0.9,0.5,0.688
004598,2,0,4,17,1.0,0.333,0.826
004614,2,0,0,11,1.0,1.0,1.0
004620,1,0,0,4,1.0,1.0,1.0
004641,2,0,1,13,1.0,0.667,0.938
004655,1,0,1,11,1.0,0.5,0.923
004666,7,1,1,38,0.875,0.875,0.957
004668,2,1,6,4,0.667,0.25,0.462
004685,6,1,9,21,0.857,0.4,0.73
004693,7,5,13,10,0.583,0.35,0.486
004695,4,1,19,24,0.8,0.174,0.583
004697,3,0,5,18,1.0,0.375,0.808
004701,5,0,4,9,1.0,0.556,0.778
004702,1,1,2,12,0.5,0.333,0.812
004722,8,1,5,21,0.889,0.615,0.829
004730,1,0,4,19,1.0,0.2,0.833
004740,1,0,2,18,1.0,0.333,0.905
004741,2,0,11,6,1.0,0.154,0.421
004748,1,1,11,44,0.5,0.083,0.789
004757,2,0,2,7,1.0,0.5,0.818
004772,2,1,6,43,0.667,0.25,0.865
004778,2,2,11,28,0.5,0.154,0.698
004797,2,1,3,11,0.667,0.4,0.765
004805,6,0,6,18,1.0,0.5,0.8
004807,4,2,4,43,0.667,0.5,0.887
004822,7,1,2,5,0.875,0.778,0.8
004827,1,0,1,8,1.0,0.5,0.9
004849,6,1,15,5,0.857,0.286,0.407
004878,1,0,1,15,1.0,0.5,0.941
004899,3,1,7,22,0.75,0.3,0.758
004901,8,2,10,14,0.8,0.444,0.647
004903,6,1,10,7,0.857,0.375,0.542
004913,2,1,2,5,0.667,0.5,0.7
004930,3,2,4,29,0.6,0.429,0.842
004940,1,0,3,13,1.0,0.25,0.824
004954,2,0,1,22,1.0,0.667,0.96
004964,4,1,2,6,0.8,0.667,0.769
004965,2,0,3,13,1.0,0.4,0.833
004979,7,1,3,8,0.875,0.7,0.789
004986,2,1,1,62,0.667,0.667,0.97
004990,4,0,10,12,1.0,0.286,0.615
004991,7,4,18,20,0.636,0.28,0.551
005005,3,3,6,5,0.5,0.333,0.471
005017,1,1,2,22,0.5,0.333,0.885
005020,2,1,0,11,0.667,1.0,0.929
005025,3,0,2,19,1.0,0.6,0.917
005028,2,1,6,21,0.667,0.25,0.767
005042,3,1,0,10,0.75,1.0,0.929
005063,3,0,1,28,1.0,0.75,0.969
005066,1,1,1,43,0.5,0.5,0.957
005071,1,0,0,1,1.0,1.0,1.0
005084,2,2,7,14,0.5,0.222,0.64
005093,1,0,1,14,1.0,0.5,0.938
005095,6,0,4,5,1.0,0.6,0.733
005105,2,2,1,20,0.5,0.667,0.88
005155,6,0,3,17,1.0,0.667,0.885
005181,2,2,4,7,0.5,0.333,0.6
005190,4,6,10,11,0.4,0.286,0.484
005196,2,0,1,14,1.0,0.667,0.941
005212,8,3,4,7,0.727,0.667,0.682
005213,2,4,11,12,0.333,0.154,0.483
005215,2,1,4,11,0.667,0.333,0.722
005228,1,2,2,27,0.333,0.333,0.875
005236,7,1,13,15,0.875,0.35,0.611
005265,5,0,4,14,1.0,0.556,0.826
005288,1,0,1,6,1.0,0.5,0.875
005296,6,0,3,7,1.0,0.667,0.812
005317,1,0,0,1,1.0,1.0,1.0
005322,0,2,1,27,0.0,0.0,0.9
005339,2,1,0,41,0.667,1.0,0.977
005350,4,1,23,14,0.8,0.148,0.429
005351,2,0,0,40,1.0,1.0,1.0
005357,8,2,6,15,0.8,0.571,0.742
005364,1,0,2,12,1.0,0.333,0.867
005370,2,0,2,16,1.0,0.5,0.9
005371,0,2,3,18,0.0,0.0,0.783
005374,5,1,6,1,0.833,0.455,0.462
005386,0,2,6,8,0.0,0.0,0.5
005390,3,0,0,6,1.0,1.0,1.0
005407,7,1,7,29,0.875,0.5,0.818
005420,1,1,3,17,0.5,0.25,0.818
005425,1,0,1,43,1.0,0.5,0.978
005428,4,0,2,14,1.0,0.667,0.9
005436,1,1,6,18,0.5,0.143,0.731
005451,3,2,1,25,0.6,0.75,0.903
005470,3,0,1,12,1.0,0.75,0.938
005517,1,2,2,34,0.333,0.333,0.897
005523,4,2,6,9,0.667,0.4,0.619
005543,3,1,6,5,0.75,0.333,0.533
005551,1,0,0,27,1.0,1.0,1.0
005554,4,0,1,10,1.0,0.8,0.933
005560,0,1,0,21,0.0,1.0,0.955
005565,4,0,3,9,1.0,0.571,0.812
005568,5,2,11,7,0.714,0.312,0.48
005572,5,1,5,12,0.833,0.5,0.739
005580,2,0,1,3,1.0,0.667,0.833
005587,2,0,5,32,1.0,0.286,0.872
005589,6,3,20,11,0.667,0.231,0.425
005600,2,0,0,25,1.0,1.0,1.0
005625,8,1,3,13,0.889,0.727,0.84
005634,1,0,1,12,1.0,0.5,0.929
005645,2,0,0,22,1.0,1.0,1.0
005693,3,0,4,2,1.0,0.429,0.556
005702,2,0,1,14,1.0,0.667,0.941
005724,4,1,4,9,0.8,0.5,0.722
005728,1,0,0,5,1.0,1.0,1.0
005735,1,0,2,21,1.0,0.333,0.917
005740,5,4,7,34,0.556,0.417,0.78
005742,0,1,5,8,0.0,0.0,0.571
005752,4,2,11,18,0.667,0.267,0.629
005765,5,2,2,8,0.714,0.714,0.765
005786,5,0,6,9,1.0,0.455,0.7
005792,8,5,7,7,0.615,0.533,0.556
005796,0,1,1,19,0.0,0.0,0.905
005806,2,0,3,37,1.0,0.4,0.929
005810,1,0,10,11,1.0,0.091,0.545
005826,5,3,13,30,0.625,0.278,0.686
005830,2,1,3,9,0.667,0.4,0.733
005854,5,3,21,14,0.625,0.192,0.442
005889,1,0,4,14,1.0,0.2,0.789
005890,1,0,5,17,1.0,0.167,0.783
005891,4,1,5,5,0.8,0.444,0.6
005895,2,3,7,9,0.4,0.222,0.524
005922,5,1,7,24,0.833,0.417,0.784
005929,1,1,3,6,0.5,0.25,0.636
005936,3,1,6,23,0.75,0.333,0.788
005942,5,0,7,7,1.0,0.417,0.632
005953,1,0,0,8,1.0,1.0,1.0
005974,9,1,15,15,0.9,0.375,0.6
005980,3,0,0,8,1.0,1.0,1.0
005983,8,1,9,40,0.889,0.471,0.828
005990,5,0,3,24,1.0,0.625,0.906
006002,6,0,3,5,1.0,0.667,0.786
006008,10,4,15,24,0.714,0.4,0.642
006015,3,1,4,14,0.75,0.429,0.773
006027,3,0,2,19,1.0,0.6,0.917
006030,4,0,0,8,1.0,1.0,1.0
006047,2,0,2,7,1.0,0.5,0.818
006048,0,1,1,2,0.0,0.0,0.5
006049,9,2,12,16,0.818,0.429,0.641
006054,1,1,4,7,0.5,0.2,0.615
006057,5,1,0,27,0.833,1.0,0.97
006090,3,1,2,9,0.75,0.6,0.8
006094,5,2,5,19,0.714,0.5,0.774
006105,2,1,4,17,0.667,0.333,0.792
006108,4,1,1,16,0.8,0.8,0.909
006120,3,0,1,8,1.0,0.75,0.917
006130,3,3,11,3,0.5,0.214,0.3
006133,3,0,3,35,1.0,0.5,0.927
006147,9,0,3,17,1.0,0.75,0.897
006150,7,1,3,11,0.875,0.7,0.818
006184,2,0,9,12,1.0,0.182,0.609
006188,3,0,0,30,1.0,1.0,1.0
006201,1,0,0,13,1.0,1.0,1.0
006211,3,3,5,20,0.5,0.375,0.742
006214,6,1,1,13,0.857,0.857,0.905
006227,3,3,7,23,0.5,0.3,0.722
006276,2,1,3,27,0.667,0.4,0.879
006277,7,1,2,17,0.875,0.778,0.889
006293,5,1,2,9,0.833,0.714,0.824
006309,1,0,1,23,1.0,0.5,0.96
006313,4,1,2,5,0.8,0.667,0.75
006321,3,1,2,26,0.75,0.6,0.906
006328,3,1,2,5,0.75,0.6,0.727
006335,3,0,6,16,1.0,0.333,0.76
006364,7,3,5,25,0.7,0.583,0.8
006410,5,2,1,18,0.714,0.833,0.885
006419,5,1,7,16,0.833,0.417,0.724
006443,5,0,2,24,1.0,0.714,0.935
006446,1,3,4,43,0.25,0.2,0.863
006448,7,0,6,5,1.0,0.538,0.667
006462,2,2,3,28,0.5,0.4,0.857
006463,1,0,0,15,1.0,1.0,1.0
006465,4,2,7,2,0.667,0.364,0.4
006474,4,0,2,10,1.0,0.667,0.875
006486,5,3,2,10,0.625,0.714,0.75
006493,5,0,6,21,1.0,0.455,0.812
006495,3,2,8,13,0.6,0.273,0.615
006498,0,1,1,20,0.0,0.0,0.909
006499,2,1,3,20,0.667,0.4,0.846
006513,5,3,6,6,0.625,0.455,0.55
006521,2,1,0,8,0.667,1.0,0.909
006541,4,3,6,14,0.571,0.4,0.667
006543,5,1,5,22,0.833,0.5,0.818
006550,1,1,0,5,0.5,1.0,0.857
006554,1,1,1,31,0.5,0.5,0.941
006556,6,0,6,14,1.0,0.5,0.769
006563,2,0,4,27,1.0,0.333,0.879
006566,2,0,0,9,1.0,1.0,1.0
006583,5,4,10,31,0.556,0.333,0.72
006603,0,2,0,22,0.0,1.0,0.917
006610,6,1,4,35,0.857,0.6,0.891
