image_id,pred_obj,true_obj,iou,occolusion_ratio
000541,168,9,0.943,None
000556,9083,10,0.9272,None
000561,5305,29,0.6746,Light
000561,5302,36,0.7919,Light
000568,698,0,0.0,Light
000568,704,10,0.9157,None
000568,700,7,0.8487,None
000568,701,12,0.9279,Light
000568,703,13,0.6662,Undefined
000568,697,8,0.8526,Light
000583,10602,5,0.9584,None
000583,10601,7,0.8951,None
000583,10600,6,0.8997,None
000590,11115,42,0.9521,None
000590,11114,37,0.9377,None
000590,11113,39,0.9586,None
000590,11112,44,0.8902,None
000610,8503,11,0.2081,Medium
000610,8501,5,0.7042,Medium
000610,8498,11,0.6478,Medium
000610,8500,9,0.9157,None
000610,8499,7,0.9426,None
000646,19100,10,0.8612,None
000665,30132,27,0.6034,None
000665,30133,20,0.9571,Light
000665,30134,22,0.5706,None
000665,30135,26,0.9624,Light
000687,4112,30,0.8461,Light
000687,4110,23,0.9152,None
000687,4109,22,0.8997,None
000689,25607,31,0.3907,Heavy
000689,25605,29,0.9071,Light
000689,25606,35,0.6623,Heavy
000689,25604,30,0.8984,None
000692,13702,14,0.779,Medium
000692,13709,11,0.6347,Light
000692,13708,8,0.5521,Medium
000692,13706,10,0.662,Medium
000692,13703,3,0.3993,Medium
000692,13704,6,0.4999,Medium
000703,22911,24,0.8109,Light
000703,22912,20,0.8858,None
000703,22913,28,0.7984,Heavy
000714,26212,27,0.8277,Light
000714,26216,32,0.6266,Heavy
000714,26210,28,0.9238,None
000714,26211,30,0.9621,Light
000716,9440,29,0.849,Light
000716,9432,31,0.5219,Heavy
000716,9438,31,0.477,Heavy
000716,9434,26,0.4961,VeryHeavy
000716,9435,33,0.5712,VeryHeavy
000718,2063,32,0.6466,Heavy
000718,2061,29,0.6351,Medium
000718,2055,31,0.4363,Heavy
000718,2056,17,0.8989,Light
000718,2049,20,0.9555,None
000718,2052,14,0.7805,Light
000718,2060,27,0.617,Medium
000718,2051,13,0.8945,None
000731,6018,31,0.6178,Medium
000731,6014,26,0.9038,None
000731,6015,34,0.9261,None
000731,6016,23,0.9211,None
000731,6020,29,0.9444,Light
000731,6019,22,0.7058,None
000731,6017,32,0.9418,None
000732,19368,8,0.7926,Light
000732,19369,19,0.7975,Light
000732,19370,6,0.7842,Medium
000732,19371,10,0.7673,Medium
000732,19367,12,0.9238,None
000732,19366,14,0.9266,Light
000733,2504,25,0.8703,None
000733,2503,20,0.9146,None
000733,2508,30,0.9427,None
000733,2506,33,0.8511,Light
000733,2507,29,0.9022,None
000733,2501,37,0.9475,None
000733,2509,22,0.7822,Medium
000733,2505,21,0.9471,Medium
000733,2502,32,0.9186,None
000742,12305,35,0.6141,Light
000742,12307,36,0.9303,None
000742,12311,38,0.1557,Undefined
000742,12303,31,0.856,Light
000742,12304,28,0.8027,Light
000744,1964,8,0.4583,Heavy
000744,1963,7,0.5576,Medium
000744,1962,18,0.7771,None
000744,1954,16,0.8148,Medium
000744,1955,13,0.9278,None
000744,1960,20,0.8451,Light
000744,1959,9,0.8334,None
000744,1958,19,0.9339,None
000744,1957,10,0.9171,None
000744,1956,22,0.9187,None
000748,30620,25,0.4288,VeryHeavy
000748,30617,37,0.9227,None
000748,30616,23,0.7849,Light
000748,30614,30,0.7357,Light
000748,30613,34,0.9521,None
000748,30619,22,0.8539,Light
000748,30615,29,0.8134,Medium
000753,16735,41,0.94,None
000753,16738,38,0.69,Light
000753,16739,31,0.7027,Medium
000753,16740,30,0.8589,Light
000753,16742,39,0.7946,Medium
000753,16736,33,0.8927,None
000753,16744,32,0.7777,Medium
000753,16745,29,0.7986,Medium
000753,16737,34,0.8709,Light
000758,21165,9,0.8827,None
000758,21167,18,0.7547,None
000758,21166,13,0.9004,Light
000758,21164,21,0.6874,Light
000765,24344,16,0.8378,Light
000765,24346,20,0.8129,VeryHeavy
000765,24343,10,0.8389,Light
000765,24345,18,0.8294,Light
000796,7973,17,0.3445,Heavy
000796,7972,16,0.7932,Light
000796,7969,0,0.0,Light
000796,7970,13,0.8153,Light
000808,21544,8,0.712,Light
000808,21545,3,0.86,None
000808,21546,7,0.4603,Medium
000808,21547,6,0.7525,Light
000808,21550,11,0.6947,Light
000808,21543,9,0.9102,Light
000810,204,32,0.9284,None
000810,217,13,0.7423,Light
000810,216,35,0.8707,Light
000810,202,27,0.873,None
000810,203,26,0.9153,None
000810,211,39,0.5275,Medium
000810,210,31,0.4174,Heavy
000810,205,19,0.8412,Medium
000810,213,34,0.9159,Light
000810,207,33,0.8694,Light
000810,208,11,0.8348,Light
000810,214,40,0.6856,Medium
000810,209,41,0.7467,Light
000810,215,23,0.6451,Light
000810,206,30,0.9515,None
000810,212,22,0.5569,Heavy
000831,26265,8,0.9204,None
000831,26266,7,0.9208,None
000841,27632,10,0.8237,Light
000841,27629,5,0.8518,None
000841,27630,19,0.8814,Light
000841,27628,15,0.9413,None
000841,27627,20,0.911,Light
000841,27626,6,0.9311,None
000841,27625,8,0.8802,None
000841,27639,4,0.4477,None
000841,27634,13,0.8372,None
000841,27633,16,0.824,None
000841,27635,7,0.446,Heavy
000843,32213,33,0.8282,None
000843,32214,17,0.9187,Light
000843,32219,23,0.5178,Medium
000843,32215,31,0.6522,Heavy
000843,32218,22,0.5949,Heavy
000843,32217,22,0.581,Heavy
000850,17510,13,0.0156,None
000850,17509,13,0.8739,None
000850,17508,18,0.9166,None
000850,17516,15,0.9196,Light
000850,17512,11,0.9368,Light
000850,17511,10,0.8556,Light
000850,17514,12,0.5707,Medium
000862,26188,6,0.8626,None
000862,26189,0,0.0,Light
000862,26190,4,0.9572,None
000862,26195,9,0.8928,Light
000878,19927,5,0.7988,Light
000878,19931,18,0.9669,None
000878,19930,28,0.5153,Medium
000878,19932,31,0.558,Heavy
000878,19933,22,0.8857,Medium
000878,19934,16,0.4941,Heavy
000878,19935,27,0.5531,Heavy
000878,19929,12,0.8321,Light
000878,19928,7,0.6279,Medium
000878,19926,11,0.8023,Medium
000878,19925,8,0.9286,None
000878,19924,29,0.8888,None
000878,19923,10,0.9279,None
000878,19940,20,0.5408,VeryHeavy
000878,19941,14,0.3201,None
000878,19942,21,0.428,VeryHeavy
000885,19378,34,0.7708,Medium
000885,19392,19,0.8108,Light
000885,19391,26,0.5476,Heavy
000885,19388,10,0.681,Medium
000885,19387,14,0.8541,Heavy
000885,19385,38,0.6514,Heavy
000885,19382,26,0.4754,Heavy
000885,19381,33,0.9229,Light
000885,19379,31,0.8864,None
000885,19384,22,0.5126,Heavy
000891,7936,11,0.5054,Medium
000891,7934,17,0.9473,None
000891,7933,16,0.7432,None
000891,7932,14,0.9339,Light
000893,33265,10,0.8921,None
000893,33263,11,0.9272,None
000893,33262,23,0.9567,None
000893,33264,15,0.8403,Light
000905,24827,9,0.8596,Light
000905,24825,6,0.9221,None
000905,24829,8,0.9113,None
000907,479,51,0.7693,Light
000907,481,50,0.9029,None
000907,482,56,0.9235,None
000907,483,28,0.6942,Undefined
000907,484,22,0.3933,Light
000907,486,53,0.1972,Heavy
000907,490,55,0.7778,Light
000907,492,44,0.6734,Medium
000907,477,40,0.9233,None
000907,487,46,0.4668,Heavy
000907,475,30,0.856,Light
000907,476,26,0.9148,None
000907,478,54,0.7149,Medium
000907,474,57,0.9441,None
000918,2513,8,0.3614,None
000918,2512,6,0.9133,None
000933,3235,18,0.7918,None
000933,3236,13,0.9399,None
000933,3237,20,0.755,Medium
000933,3238,14,0.875,None
000933,3248,16,0.6669,Medium
000933,3241,17,0.805,Light
000933,3242,12,0.6094,Light
000933,3243,19,0.7302,Light
000939,9441,61,0.9133,None
000945,5698,14,0.951,Light
000945,5704,10,0.8004,Light
000945,5705,4,0.485,Medium
000945,5699,18,0.9289,None
000945,5703,17,0.8099,Light
000945,5701,12,0.9378,None
000945,5700,11,0.925,None
000951,7728,19,0.9342,None
000951,7727,20,0.941,None
000951,7732,26,0.0908,None
000951,7731,17,0.5069,Medium
000954,8975,3,0.5256,Heavy
000954,8964,8,0.8665,Light
000954,8977,16,0.6736,Heavy
000954,8969,7,0.9181,Light
000954,8970,6,0.9308,None
000954,8966,11,0.9416,None
000954,8965,19,0.9367,None
000954,8962,5,0.924,Light
000954,8976,10,0.6944,Heavy
000954,8963,20,0.8089,Light
000954,8973,17,0.6281,Medium
000954,8968,18,0.9503,None
000954,8967,15,0.6013,Light
000954,8972,13,0.7226,Medium
000955,22474,31,0.751,Light
000955,22475,33,0.5,Medium
000955,22476,16,0.8435,Light
000955,22477,19,0.8987,Light
000955,22478,27,0.798,Medium
000955,22479,17,0.5961,Medium
000955,22480,24,0.6409,Medium
000955,22481,29,0.6846,Light
000955,22471,25,0.8918,None
000967,24383,7,0.9211,None
000967,24385,8,0.8803,None
000967,24382,5,0.8567,None
000980,6070,26,0.8923,None
000980,6071,16,0.8785,None
000980,6081,14,0.7355,Light
000980,6080,22,0.501,Medium
000980,6079,23,0.7643,Light
000980,6078,19,0.8017,Light
000980,6077,17,0.2055,None
000980,6072,27,0.9608,None
000991,17099,19,0.9203,None
000991,17100,14,0.8394,None
000991,17102,17,0.8299,Light
000991,17103,20,0.9455,Light
000991,17105,8,0.7087,VeryHeavy
000991,17106,21,0.8845,None
000991,17101,12,0.7106,VeryHeavy
001016,16351,9,0.926,None
001016,16350,10,0.8833,None
001041,16255,31,0.9115,None
001041,16256,33,0.7851,Light
001043,21377,7,0.9489,None
001043,21382,15,0.6835,Medium
001043,21381,8,0.8662,None
001043,21378,9,0.7036,Light
001050,18271,6,0.8468,None
001050,18274,5,0.6231,Light
001050,18269,4,0.9332,None
001052,9471,25,0.891,None
001052,9470,15,0.8156,Medium
001052,9467,19,0.7966,Light
001052,9468,18,0.9458,None
001052,9469,11,0.9428,Light
001052,9473,24,0.4595,Heavy
001052,9474,12,0.8,None
001081,6749,13,0.8482,None
001101,9637,11,0.4018,Light
001101,9628,0,0.0,Light
001102,33429,23,0.8606,Light
001102,33435,31,0.8862,Light
001102,33438,26,0.933,None
001102,33436,11,0.9043,None
001102,33437,30,0.862,Light
001102,33446,22,0.3939,Heavy
001102,33444,17,0.7522,Medium
001102,33430,19,0.8764,None
001102,33441,35,0.7908,Medium
001102,33440,27,0.3938,Light
001102,33428,16,0.8231,Light
001102,33427,33,0.9145,None
001102,33432,12,0.8462,None
001102,33433,15,0.9467,Light
001102,33426,24,0.8512,Light
001102,33431,37,0.9567,Light
001116,31227,0,0.0,None
001116,31228,11,0.8065,VeryHeavy
001116,31222,7,0.8034,None
001116,31226,14,0.7129,Medium
001116,31220,0,0.0,None
001116,31221,8,0.9056,Light
001132,10136,20,0.8978,None
001132,10137,29,0.8646,Light
001132,10138,16,0.9313,None
001132,10146,25,0.5025,Heavy
001132,10139,17,0.87,Heavy
001132,10142,18,0.8991,None
001132,10135,23,0.8093,None
001132,10143,26,0.7825,Heavy
001132,10149,28,0.5751,Heavy
001150,8011,14,0.8784,Light
001150,8012,22,0.7897,Medium
001150,8013,16,0.7251,Medium
001150,8016,19,0.7571,Medium
001150,8010,21,0.8969,None
001156,1514,4,0.9641,None
001156,1515,5,0.7488,Medium
001175,29678,6,0.9182,None
001175,29679,9,0.8126,None
001175,29677,12,0.9084,None
001176,13473,22,0.9133,Light
001199,11281,10,0.8542,Light
001199,11288,13,0.545,Light
001199,11292,16,0.8799,Light
001199,11282,9,0.5321,Light
001199,11283,15,0.8868,Light
001199,11289,14,0.6943,Light
001199,11280,17,0.8674,None
001219,7714,3,0.8477,Medium
001219,7716,4,0.8658,None
001230,3505,30,0.4741,Undefined
001230,3503,28,0.9438,Light
001230,3502,26,0.8987,Light
001244,16281,18,0.9153,None
001244,16280,22,0.9042,None
001244,16282,17,0.8464,Light
001244,16283,16,0.8396,Light
001244,16284,19,0.7558,Heavy
001244,16279,21,0.8539,None
001244,16285,14,0.1508,VeryHeavy
001245,24249,30,0.8853,Light
001245,24247,31,0.9336,None
001245,24248,34,0.9528,None
001245,24250,24,0.9244,Light
001246,24492,9,0.5171,VeryHeavy
001246,24487,8,0.9256,None
001246,24494,10,0.8209,Light
001246,24495,12,0.274,VeryHeavy
001246,24493,7,0.9103,None
001246,24491,5,0.6713,Heavy
001246,24488,16,0.9651,Medium
001246,24489,13,0.6369,Heavy
001246,24490,11,0.9487,None
001247,12773,17,0.7688,Medium
001247,12768,15,0.9321,Light
001247,12764,22,0.8694,Light
001247,12763,21,0.7431,None
001247,12762,20,0.7222,Light
001247,12769,19,0.7069,Heavy
001247,12771,16,0.7984,None
001247,12765,26,0.7263,Medium
001247,12772,9,0.7269,Heavy
001247,12767,25,0.9094,None
001247,12766,13,0.902,Light
001282,5277,12,0.899,None
001282,5278,10,0.9424,None
001284,3760,21,0.8568,None
001284,3761,18,0.6281,Medium
001284,3762,25,0.8572,Medium
001284,3763,19,0.8974,None
001284,3764,26,0.8409,Medium
001284,3765,11,0.8524,Medium
001284,3766,27,0.9073,None
001287,21723,24,0.9321,None
001287,21722,18,0.9583,None
001287,21721,23,0.8126,Medium
001287,21720,17,0.8182,None
001287,21725,19,0.8524,Medium
001287,21732,22,0.5505,Medium
001301,25192,7,0.9266,None
001304,1522,18,0.9496,None
001304,1524,11,0.5321,Light
001304,1526,9,0.9179,Light
001304,1528,10,0.5927,Medium
001305,17920,0,0.0,Light
001305,17921,11,0.8613,Light
001305,17922,4,0.8492,Light
001305,17919,10,0.9222,None
001305,17923,5,0.8638,None
001305,17926,7,0.6044,Medium
001305,17927,8,0.9649,None
001309,5841,16,0.955,None
001309,5842,26,0.904,Light
001309,5843,19,0.7592,Medium
001309,5844,18,0.8436,Light
001309,5845,13,0.6257,Light
001309,5840,22,0.882,None
001309,5846,21,0.8815,None
001309,5856,20,0.6086,Medium
001309,5848,12,0.7839,Heavy
001309,5852,13,0.1871,Light
001309,5853,17,0.8015,Heavy
001309,5847,23,0.5972,Heavy
001310,31764,33,0.8863,Light
001310,31757,19,0.7773,Medium
001310,31767,24,0.7047,Medium
001310,31766,0,0.0,Light
001310,31765,30,0.836,Light
001310,31758,23,0.9395,None
001310,31759,32,0.8894,Light
001310,31760,26,0.6261,Light
001310,31761,22,0.92,None
001310,31762,31,0.494,Light
001310,31763,34,0.7908,Light
001317,10838,10,0.8778,None
001317,10839,11,0.897,Light
001322,7690,13,0.7208,Medium
001322,7696,15,0.3542,Heavy
001322,7695,9,0.7308,Medium
001322,7693,24,0.7475,Light
001322,7691,18,0.9292,Light
001335,20147,14,0.5275,None
001335,20148,17,0.7945,Light
001335,20149,12,0.4667,Heavy
001335,20150,22,0.7481,Light
001335,20152,18,0.8591,Light
001357,33352,14,0.8624,None
001357,33361,15,0.226,Light
001365,25355,24,0.9256,None
001365,25354,23,0.8512,None
001367,10310,6,0.7691,None
001367,10309,9,0.9293,None
001379,4501,7,0.7942,Light
001379,4506,22,0.9638,None
001379,4505,15,0.7828,Medium
001379,4502,21,0.7031,Medium
001379,4508,8,0.6788,Medium
001379,4500,19,0.7509,Medium
001379,4498,6,0.8999,None
001379,4499,23,0.9467,None
001395,29366,15,0.8166,None
001395,29364,11,0.9466,None
001395,29365,13,0.5648,None
001416,18718,7,0.7062,Heavy
001425,7091,19,0.9839,None
001425,7092,17,0.4165,VeryHeavy
001444,6045,19,0.8878,None
001444,6047,21,0.8957,Light
001493,453,14,0.9087,None
001493,455,25,0.8623,Light
001493,458,29,0.3932,Undefined
001493,452,21,0.8548,Light
001493,457,17,0.4077,Light
001499,8467,27,0.8643,None
001499,8466,28,0.8578,Light
001503,14033,12,0.8903,None
001503,14034,14,0.8924,None
001506,22527,21,0.7756,Medium
001506,22525,28,0.8555,Light
001506,22524,30,0.833,Light
001506,22522,27,0.7502,Medium
001526,16462,23,0.9437,None
001526,16461,25,0.8686,None
001526,16459,24,0.8341,Light
001526,16457,28,0.838,None
001526,16458,0,0.0,Medium
001526,16466,29,0.9272,Light
001526,16460,30,0.8946,Light
001531,19439,22,0.6312,Light
001531,19438,14,0.8398,None
001531,19437,38,0.8992,None
001531,19436,9,0.9545,None
001536,32835,11,0.9088,None
001536,32840,10,0.379,VeryHeavy
001536,32841,13,0.7445,Light
001536,32839,8,0.4774,None
001536,32838,9,0.5457,Heavy
001536,32836,12,0.7704,Light
001548,12218,21,0.8999,Light
001548,12217,27,0.5363,VeryHeavy
001548,12216,22,0.8717,Heavy
001548,12214,26,0.8788,None
001548,12215,0,0.0,None
001548,12219,17,0.6659,VeryHeavy
001548,12223,11,0.4906,VeryHeavy
001548,12222,12,0.6919,Heavy
001548,12221,13,0.7737,Medium
001548,12220,20,0.8414,Medium
001548,12224,10,0.76,Medium
001576,25730,14,0.9098,None
001576,25727,9,0.8558,Medium
001576,25728,10,0.9107,Light
001576,25723,5,0.8496,Light
001617,4557,14,0.9552,Light
001617,4552,10,0.9257,None
001617,4551,6,0.7679,Light
001617,4550,9,0.8732,Light
001617,4560,12,0.7149,Light
001641,17631,16,0.6703,Medium
001641,17633,13,0.8118,None
001641,17630,12,0.9356,None
001641,17625,22,0.8747,None
001641,17626,9,0.8692,None
001641,17627,11,0.4423,Heavy
001641,17628,19,0.9508,None
001641,17636,18,0.8819,Light
001641,17632,11,0.3962,Heavy
001646,3335,8,0.8535,Light
001655,2143,11,0.9015,None
001655,2149,8,0.8933,None
001655,2147,9,0.5473,Light
001655,2144,10,0.7158,None
001655,2145,13,0.9161,Light
001662,5739,11,0.8563,None
001662,5740,15,0.8916,None
001663,15619,12,0.6539,Heavy
001663,15616,20,0.7579,Light
001663,15608,25,0.9508,Light
001663,15612,27,0.7694,Light
001663,15610,24,0.8882,None
001663,15607,29,0.7868,Light
001663,15611,15,0.6071,Light
001663,15609,14,0.6622,Light
001667,2317,23,0.9244,None
001667,2318,14,0.857,None
001667,2319,21,0.8071,Medium
001667,2323,11,0.7791,Heavy
001670,965,22,0.8932,None
001670,967,18,0.8231,None
001670,969,23,0.8219,None
001670,970,24,0.8703,Light
001670,966,17,0.9251,Light
001691,13213,23,0.9448,None
001698,470,19,0.9268,Light
001704,1034,20,0.2865,Medium
