,image_id,tp,fp,fn,precision,recall
314,014556,6,8,37,0.429,0.14
315,010585,9,6,25,0.6,0.265
316,022934,1,0,7,1.0,0.125
317,006561,0,4,8,0.0,0.0
318,048062,1,1,10,0.5,0.091
319,048406,7,9,34,0.437,0.171
320,033110,5,1,5,0.833,0.5
321,017365,3,4,25,0.429,0.107
322,046499,0,2,2,0.0,0.0
323,004967,4,7,19,0.364,0.174
324,008633,1,2,22,0.333,0.043
325,001178,1,3,43,0.25,0.023
326,027450,5,5,62,0.5,0.075
327,018200,4,6,31,0.4,0.114
328,047502,3,0,3,1.0,0.5
329,010135,1,8,24,0.111,0.04
330,048925,5,1,4,0.833,0.556
331,028077,1,1,6,0.5,0.143
332,043160,1,0,3,1.0,0.25
333,034794,6,17,25,0.261,0.194
334,036001,4,7,11,0.364,0.267
335,030044,3,4,11,0.429,0.214
336,043755,2,4,13,0.333,0.133
337,026665,9,7,36,0.562,0.2
338,003544,2,1,13,0.667,0.133
339,005764,5,4,6,0.556,0.455
340,015269,2,0,3,1.0,0.4
341,001839,9,4,12,0.692,0.429
342,000257,4,2,7,0.667,0.364
343,011108,3,1,20,0.75,0.13
344,046988,1,0,0,1.0,1.0
345,039490,3,3,15,0.5,0.167
346,006662,6,12,23,0.333,0.207
347,002641,5,5,36,0.5,0.122
348,039863,4,4,28,0.5,0.125
349,034951,3,2,18,0.6,0.143
350,018224,8,9,42,0.471,0.16
351,043245,4,3,9,0.571,0.308
352,040661,6,2,27,0.75,0.182
353,018162,0,2,19,0.0,0.0
354,020588,5,3,11,0.625,0.312
355,021707,0,2,1,0.0,0.0
356,028060,2,1,9,0.667,0.182
357,011962,2,14,28,0.125,0.067
358,038233,6,6,36,0.5,0.143
359,002533,6,8,21,0.429,0.222
360,038926,4,3,7,0.571,0.364
361,013508,2,3,9,0.4,0.182
362,032313,5,1,5,0.833,0.5
363,023713,6,5,25,0.545,0.194
364,037102,6,12,36,0.333,0.143
365,036284,7,4,20,0.636,0.259
366,046910,2,0,1,1.0,0.667
367,039670,2,2,10,0.5,0.167
368,039751,1,0,0,1.0,1.0
369,041939,7,3,16,0.7,0.304
370,029180,6,7,15,0.462,0.286
371,004905,1,1,9,0.5,0.1
372,040129,3,5,17,0.375,0.15
373,006722,2,2,12,0.5,0.143
374,047879,0,1,2,0.0,0.0
375,027481,3,1,8,0.75,0.273
376,042613,4,4,18,0.5,0.182
377,009341,1,0,3,1.0,0.25
378,009747,3,2,11,0.6,0.214
379,048118,13,7,16,0.65,0.448
380,025775,2,5,28,0.286,0.067
381,009768,4,4,13,0.5,0.235
382,046881,1,3,9,0.25,0.1
383,017077,1,10,52,0.091,0.019
384,016532,5,2,9,0.714,0.357
385,037454,2,5,52,0.286,0.037
386,004777,2,3,7,0.4,0.222
387,027126,7,1,3,0.875,0.7
388,001772,5,4,13,0.556,0.278
389,034488,1,0,4,1.0,0.2
390,005421,3,4,25,0.429,0.107
391,048902,3,1,26,0.75,0.103
392,040647,3,3,35,0.5,0.079
393,001494,2,3,53,0.4,0.036
394,025040,1,0,14,1.0,0.067
395,033154,7,3,19,0.7,0.269
396,036276,1,0,5,1.0,0.167
397,001264,10,1,24,0.909,0.294
398,028872,2,12,12,0.143,0.143
399,017862,0,6,25,0.0,0.0
400,013710,0,5,17,0.0,0.0
401,007275,5,10,26,0.333,0.161
402,022500,4,4,16,0.5,0.2
403,007718,0,3,0,0.0,0.0
404,008628,0,1,15,0.0,0.0
405,011659,1,1,1,0.5,0.5
406,023198,3,3,29,0.5,0.094
407,039542,3,1,12,0.75,0.2
408,018747,4,2,5,0.667,0.444
409,024861,7,8,37,0.467,0.159
410,000572,5,2,6,0.714,0.455
411,023422,0,4,16,0.0,0.0
412,033919,10,11,17,0.476,0.37
413,026528,4,5,28,0.444,0.125
414,036424,7,3,34,0.7,0.171
415,036619,5,2,10,0.714,0.333
416,027275,4,5,22,0.444,0.154
417,022538,8,4,11,0.667,0.421
418,010953,1,2,22,0.333,0.043
419,017448,1,0,3,1.0,0.25
420,011624,2,1,13,0.667,0.133
421,038836,5,5,9,0.5,0.357
422,014754,0,2,6,0.0,0.0
423,037878,1,2,24,0.333,0.04
424,005290,1,0,6,1.0,0.143
425,034457,4,2,8,0.667,0.333
426,017440,5,3,6,0.625,0.455
427,008538,2,5,35,0.286,0.054
428,023189,4,1,10,0.8,0.286
429,004906,6,5,16,0.545,0.273
430,022624,1,1,7,0.5,0.125
431,037346,7,10,22,0.412,0.241
432,017018,2,1,10,0.667,0.167
433,046935,6,6,23,0.5,0.207
434,040038,0,4,13,0.0,0.0
435,010984,11,7,17,0.611,0.393
436,044899,4,9,32,0.308,0.111
437,012829,3,4,16,0.429,0.158
438,017257,2,4,22,0.333,0.083
439,004568,11,7,21,0.611,0.344
440,045521,3,8,34,0.273,0.081
441,037958,5,9,19,0.357,0.208
442,009537,3,1,14,0.75,0.176
443,003633,1,3,25,0.25,0.038
444,042037,2,3,28,0.4,0.067
445,039518,0,1,23,0.0,0.0
446,021642,0,1,6,0.0,0.0
447,005726,3,0,2,1.0,0.6
448,028281,4,1,9,0.8,0.308
449,039254,4,2,7,0.667,0.364
450,001692,2,5,7,0.286,0.222
451,012528,3,3,21,0.5,0.125
452,015074,9,8,22,0.529,0.29
453,027429,5,3,21,0.625,0.192
454,009313,1,0,3,1.0,0.25
455,043299,4,1,4,0.8,0.5
456,045508,0,2,5,0.0,0.0
457,000117,2,1,24,0.667,0.077
458,022861,2,5,20,0.286,0.091
459,024795,2,9,18,0.182,0.1
460,014029,2,1,9,0.667,0.182
461,032865,2,0,1,1.0,0.667
462,040555,2,2,8,0.5,0.2
463,025161,4,3,12,0.571,0.25
464,024755,4,3,19,0.571,0.174
465,041667,11,3,18,0.786,0.379
466,022756,6,5,12,0.545,0.333
467,046597,1,3,19,0.25,0.05
468,011211,13,6,34,0.684,0.277
469,016217,4,17,44,0.19,0.083
470,040838,4,3,21,0.571,0.16
471,020582,2,4,30,0.333,0.062
472,010315,3,6,30,0.333,0.091
473,004245,0,2,17,0.0,0.0
474,041231,6,2,18,0.75,0.25
475,004383,2,12,62,0.143,0.031
476,022834,2,4,21,0.333,0.087
477,036195,2,2,4,0.5,0.333
478,020448,1,2,22,0.333,0.043
479,033598,1,0,12,1.0,0.077
480,046725,0,13,18,0.0,0.0
481,028620,3,3,12,0.5,0.2
482,000363,7,12,29,0.368,0.194
483,007490,4,2,27,0.667,0.129
484,004297,1,1,14,0.5,0.067
485,001827,3,4,12,0.429,0.2
486,000910,2,0,6,1.0,0.25
487,012899,1,2,3,0.333,0.25
488,017772,3,6,20,0.333,0.13
489,003946,8,1,26,0.889,0.235
490,040709,0,1,3,0.0,0.0
491,028392,10,5,28,0.667,0.263
492,044933,0,2,16,0.0,0.0
493,023057,2,1,9,0.667,0.182
494,012628,5,1,16,0.833,0.238
495,014271,3,6,10,0.333,0.231
496,020544,3,0,6,1.0,0.333
497,004915,4,6,11,0.4,0.267
498,012457,8,2,11,0.8,0.421
499,030971,0,3,22,0.0,0.0
500,008067,3,6,20,0.333,0.13
501,026326,3,8,20,0.273,0.13
502,014720,8,6,14,0.571,0.364
503,016093,2,0,2,1.0,0.5
504,046583,5,5,14,0.5,0.263
505,042802,4,5,31,0.444,0.114
506,017697,1,2,4,0.333,0.2
507,024779,3,7,33,0.3,0.083
508,021281,2,3,33,0.4,0.057
509,032419,1,1,4,0.5,0.2
510,000598,5,13,29,0.278,0.147
511,028700,1,1,8,0.5,0.111
512,024357,1,3,16,0.25,0.059
513,028145,6,14,42,0.3,0.125
514,019853,1,0,10,1.0,0.091
515,002983,2,4,19,0.333,0.095
516,005378,4,2,18,0.667,0.182
517,010566,2,2,9,0.5,0.182
518,018590,1,1,4,0.5,0.2
519,041510,4,1,15,0.8,0.211
520,003865,3,1,8,0.75,0.273
521,043547,0,2,13,0.0,0.0
522,032921,3,2,13,0.6,0.187
523,019398,0,1,12,0.0,0.0
524,027491,7,10,44,0.412,0.137
525,031676,8,7,22,0.533,0.267
526,046819,3,2,17,0.6,0.15
527,048926,3,0,6,1.0,0.333
528,003439,8,7,27,0.533,0.229
529,010909,0,3,40,0.0,0.0
530,012975,4,9,23,0.308,0.148
531,043275,1,0,16,1.0,0.059
532,016862,3,11,28,0.214,0.097
533,012769,3,4,18,0.429,0.143
534,044958,1,3,2,0.25,0.333
535,020720,7,5,17,0.583,0.292
536,002512,3,4,36,0.429,0.077
537,017283,2,0,5,1.0,0.286
538,022038,0,4,22,0.0,0.0
539,000362,0,5,17,0.0,0.0
540,010333,3,2,19,0.6,0.136
541,040940,5,5,18,0.5,0.217
542,006382,5,5,20,0.5,0.2
543,023520,4,4,4,0.5,0.5
544,011480,6,2,17,0.75,0.261
545,002964,6,4,11,0.6,0.353
546,044877,1,3,19,0.25,0.05
547,023541,2,7,28,0.222,0.067
548,042988,2,0,3,1.0,0.4
549,023507,1,0,1,1.0,0.5
550,028061,6,9,23,0.4,0.207
551,017929,2,0,14,1.0,0.125
552,005319,4,2,7,0.667,0.364
553,029720,5,8,17,0.385,0.227
554,037814,0,2,6,0.0,0.0
555,009348,1,0,6,1.0,0.143
556,035778,0,4,11,0.0,0.0
557,012691,1,1,4,0.5,0.2
558,035719,4,8,36,0.333,0.1
559,037576,1,1,10,0.5,0.091
560,033558,2,8,7,0.2,0.222
561,028408,7,4,14,0.636,0.333
562,018579,0,1,10,0.0,0.0
563,017688,4,1,11,0.8,0.267
564,042132,4,2,23,0.667,0.148
565,022920,4,6,8,0.4,0.333
566,001855,5,2,5,0.714,0.5
567,001051,1,7,33,0.125,0.029
568,049393,12,5,27,0.706,0.308
569,007806,0,2,8,0.0,0.0
570,038285,0,1,4,0.0,0.0
571,020529,2,1,11,0.667,0.154
572,043729,1,0,2,1.0,0.333
573,034824,6,6,16,0.5,0.273
574,049054,1,4,24,0.2,0.04
575,018893,1,2,9,0.333,0.1
576,019910,3,3,6,0.5,0.333
577,029886,4,3,8,0.571,0.333
578,011255,1,2,8,0.333,0.111
579,047055,5,13,26,0.278,0.161
580,020509,4,6,17,0.4,0.19
581,014340,2,2,24,0.5,0.077
582,019931,1,0,5,1.0,0.167
583,031471,12,5,23,0.706,0.343
584,018124,5,3,7,0.625,0.417
585,043187,4,5,18,0.444,0.182
586,048056,5,6,61,0.455,0.076
587,017978,6,10,38,0.375,0.136
588,012833,5,6,15,0.455,0.25
589,015117,5,13,26,0.278,0.161
590,034604,0,1,5,0.0,0.0
591,025087,7,3,10,0.7,0.412
592,042027,0,5,25,0.0,0.0
593,025127,1,1,17,0.5,0.056
594,033030,4,4,10,0.5,0.286
595,030200,3,10,43,0.231,0.065
596,031961,0,1,3,0.0,0.0
597,032788,2,1,15,0.667,0.118
598,043614,1,0,2,1.0,0.333
599,016567,0,1,7,0.0,0.0
600,011413,2,5,26,0.286,0.071
601,039578,3,0,7,1.0,0.3
602,015070,1,1,9,0.5,0.1
603,025612,5,0,17,1.0,0.227
604,020164,3,3,11,0.5,0.214
605,044751,1,1,6,0.5,0.143
606,041166,2,9,33,0.182,0.057
607,044063,0,2,9,0.0,0.0
608,035019,1,1,9,0.5,0.1
609,004201,8,6,45,0.571,0.151
610,015420,1,1,24,0.5,0.04
611,026621,5,1,14,0.833,0.263
612,029892,4,6,11,0.4,0.267
613,009382,2,2,15,0.5,0.118
614,027055,3,8,13,0.273,0.187
615,044994,7,7,21,0.5,0.25
616,046658,1,3,26,0.25,0.037
617,004631,3,6,17,0.333,0.15
618,007708,5,5,10,0.5,0.333
619,040782,3,1,7,0.75,0.3
620,024022,2,0,6,1.0,0.25
621,003958,5,1,10,0.833,0.333
622,045100,2,0,4,1.0,0.333
623,018125,8,6,25,0.571,0.242
624,008272,4,6,19,0.4,0.174
625,033579,1,3,18,0.25,0.053
626,009055,5,0,6,1.0,0.455
627,021297,3,3,5,0.5,0.375
628,021998,3,1,4,0.75,0.429
629,005769,1,3,8,0.25,0.111
630,045611,3,2,8,0.6,0.273
631,019295,3,3,18,0.5,0.143
632,002194,4,3,7,0.571,0.364
633,022417,1,1,4,0.5,0.2
634,020845,5,3,12,0.625,0.294
635,045119,4,2,11,0.667,0.267
636,024113,3,1,13,0.75,0.187
637,008034,3,2,11,0.6,0.214
638,025361,3,5,32,0.375,0.086
639,031866,1,4,23,0.2,0.042
640,020114,2,1,13,0.667,0.133
641,042712,6,5,53,0.545,0.102
642,040510,4,7,16,0.364,0.2
643,004875,4,1,15,0.8,0.211
644,027945,5,6,12,0.455,0.294
645,016796,4,7,47,0.364,0.078
646,022491,1,1,3,0.5,0.25
647,012542,3,4,12,0.429,0.2
648,028966,1,0,5,1.0,0.167
649,049877,2,0,5,1.0,0.286
650,028383,4,13,21,0.235,0.16
651,029321,5,5,26,0.5,0.161
652,006912,2,4,8,0.333,0.2
653,028444,2,1,6,0.667,0.25
654,041293,1,2,19,0.333,0.05
655,025904,7,6,25,0.538,0.219
656,045304,8,0,9,1.0,0.471
657,014678,4,3,28,0.571,0.125
658,010888,6,3,12,0.667,0.333
659,000750,2,1,9,0.667,0.182
660,006287,3,3,19,0.5,0.136
661,040394,2,4,16,0.333,0.111
662,042936,1,0,6,1.0,0.143
663,026609,2,6,13,0.25,0.133
664,006471,7,2,12,0.778,0.368
665,019950,2,2,13,0.5,0.133
666,038184,2,2,9,0.5,0.182
667,048057,0,4,28,0.0,0.0
668,028084,1,4,5,0.2,0.167
669,015800,6,5,36,0.545,0.143
670,011863,5,1,9,0.833,0.357
671,042428,8,5,23,0.615,0.258
672,025525,2,1,16,0.667,0.111
673,007219,0,1,7,0.0,0.0
674,025523,4,7,32,0.364,0.111
675,013886,2,2,3,0.5,0.4
676,006305,2,5,19,0.286,0.095
677,041187,7,1,12,0.875,0.368
678,026893,1,0,21,1.0,0.045
679,008833,5,2,30,0.714,0.143
680,021140,1,3,33,0.25,0.029
681,000158,3,1,13,0.75,0.187
682,000527,3,6,31,0.333,0.088
683,040688,1,0,1,1.0,0.5
684,049594,7,7,19,0.5,0.269
685,039520,2,1,8,0.667,0.2
686,020965,2,1,11,0.667,0.154
687,039104,2,5,8,0.286,0.2
688,036442,4,10,26,0.286,0.133
689,006720,2,1,14,0.667,0.125
690,024797,5,5,11,0.5,0.312
691,046945,5,15,33,0.25,0.132
692,035616,5,4,26,0.556,0.161
693,009761,2,0,3,1.0,0.4
694,009770,4,2,14,0.667,0.222
695,005570,3,2,13,0.6,0.187
696,019348,0,4,9,0.0,0.0
697,023618,4,1,14,0.8,0.222
698,023062,3,5,32,0.375,0.086
699,025333,2,0,6,1.0,0.25
700,016739,1,2,7,0.333,0.125
701,033719,2,0,0,1.0,1.0
702,012256,2,1,7,0.667,0.222
703,022066,0,2,5,0.0,0.0
704,019256,5,8,31,0.385,0.139
705,038176,0,1,8,0.0,0.0
706,030702,3,0,3,1.0,0.5
707,038028,2,3,28,0.4,0.067
708,041775,1,1,8,0.5,0.111
709,027911,7,6,19,0.538,0.269
710,001681,8,4,17,0.667,0.32
711,006856,1,7,14,0.125,0.067
712,034045,0,4,9,0.0,0.0
713,006763,6,2,12,0.75,0.333
714,022991,5,6,27,0.455,0.156
715,024217,1,3,17,0.25,0.056
716,032169,1,3,9,0.25,0.1
717,000747,2,1,35,0.667,0.054
718,009560,1,2,13,0.333,0.071
719,005599,0,6,27,0.0,0.0
720,005958,3,0,10,1.0,0.231
721,039472,1,1,3,0.5,0.25
722,005776,6,4,26,0.6,0.187
723,049483,4,0,3,1.0,0.571
724,031118,4,7,33,0.364,0.108
725,003138,2,0,5,1.0,0.286
726,035915,7,4,14,0.636,0.333
727,013038,5,2,8,0.714,0.385
728,030238,4,4,26,0.5,0.133
729,015932,2,0,4,1.0,0.333
730,038160,7,6,18,0.538,0.28
731,008148,2,4,16,0.333,0.111
732,020611,1,2,13,0.333,0.071
733,009721,1,0,0,1.0,1.0
