image_id,tp,fp,fn,tn,precision,recall,accuracy
000740,3,0,0,16,1.0,1.0,1.0
000752,3,1,1,30,0.75,0.75,0.943
000785,5,1,2,22,0.833,0.714,0.9
000794,9,3,17,19,0.75,0.346,0.583
000801,1,0,3,18,1.0,0.25,0.864
000824,3,1,2,17,0.75,0.6,0.87
000829,4,0,0,22,1.0,1.0,1.0
000842,2,2,4,11,0.5,0.333,0.684
000870,3,0,2,21,1.0,0.6,0.923
000882,6,0,6,17,1.0,0.5,0.793
000898,6,0,1,7,1.0,0.857,0.929
000911,2,3,7,11,0.4,0.222,0.565
000937,9,3,6,23,0.75,0.6,0.78
000941,6,1,4,13,0.857,0.6,0.792
000947,3,1,1,12,0.75,0.75,0.882
000962,4,1,3,27,0.8,0.571,0.886
000963,5,3,8,10,0.625,0.385,0.577
000964,6,5,7,23,0.545,0.462,0.707
000966,3,2,7,20,0.6,0.3,0.719
000968,1,1,4,9,0.5,0.2,0.667
000976,14,3,7,8,0.824,0.667,0.688
001003,2,4,13,15,0.333,0.133,0.5
001008,4,0,7,8,1.0,0.364,0.632
001034,8,6,12,18,0.571,0.4,0.591
001046,6,4,9,11,0.6,0.4,0.567
001047,2,1,0,15,0.667,1.0,0.944
001048,4,1,3,11,0.8,0.571,0.789
001049,3,2,7,16,0.6,0.3,0.679
001062,2,3,6,10,0.4,0.25,0.571
001071,2,0,9,18,1.0,0.182,0.69
001091,4,0,2,25,1.0,0.667,0.935
001092,3,0,6,34,1.0,0.333,0.86
001098,4,2,2,19,0.667,0.667,0.852
001103,1,0,6,11,1.0,0.143,0.667
001107,3,0,14,15,1.0,0.176,0.562
001112,9,3,23,8,0.75,0.281,0.395
001114,2,0,0,4,1.0,1.0,1.0
001117,5,0,1,20,1.0,0.833,0.962
001119,5,2,3,16,0.714,0.625,0.808
001120,6,1,8,21,0.857,0.429,0.75
001121,2,2,4,34,0.5,0.333,0.857
001159,4,0,4,11,1.0,0.5,0.789
001160,5,4,9,9,0.556,0.357,0.519
001207,5,3,2,6,0.625,0.714,0.688
001210,2,4,2,24,0.333,0.5,0.812
001221,3,0,4,10,1.0,0.429,0.765
001251,3,0,2,13,1.0,0.6,0.889
001257,6,0,1,12,1.0,0.857,0.947
001266,3,0,1,15,1.0,0.75,0.947
001289,2,0,0,17,1.0,1.0,1.0
001292,2,0,7,3,1.0,0.222,0.417
001298,1,1,3,8,0.5,0.25,0.692
001314,7,0,4,9,1.0,0.636,0.8
001315,1,0,1,24,1.0,0.5,0.962
001316,7,2,1,24,0.778,0.875,0.912
001318,1,0,4,12,1.0,0.2,0.765
001327,3,1,17,7,0.75,0.15,0.357
001349,5,3,9,11,0.625,0.357,0.571
001354,10,4,26,4,0.714,0.278,0.318
001358,2,0,4,14,1.0,0.333,0.8
001362,3,1,11,17,0.75,0.214,0.625
001370,8,0,3,11,1.0,0.727,0.864
001400,4,1,3,19,0.8,0.571,0.852
001404,1,1,0,6,0.5,1.0,0.875
001406,3,2,10,14,0.6,0.231,0.586
001417,9,1,21,15,0.9,0.3,0.522
001465,3,0,2,28,1.0,0.6,0.939
001487,3,3,5,5,0.5,0.375,0.5
001488,4,1,4,26,0.8,0.5,0.857
001498,5,2,5,19,0.714,0.5,0.774
001511,4,0,0,28,1.0,1.0,1.0
001522,6,1,5,9,0.857,0.545,0.714
001537,2,0,10,6,1.0,0.167,0.444
001540,6,3,14,24,0.667,0.3,0.638
001546,4,0,0,18,1.0,1.0,1.0
001553,5,0,2,16,1.0,0.714,0.913
001561,3,2,3,7,0.6,0.5,0.667
001569,6,3,5,18,0.667,0.545,0.75
001571,2,0,0,10,1.0,1.0,1.0
001573,2,1,3,14,0.667,0.4,0.8
001582,3,0,4,15,1.0,0.429,0.818
001592,3,3,6,17,0.5,0.333,0.69
001606,2,0,10,18,1.0,0.167,0.667
001609,3,0,1,13,1.0,0.75,0.941
001613,3,1,2,7,0.75,0.6,0.769
001616,1,0,0,8,1.0,1.0,1.0
001625,5,0,8,15,1.0,0.385,0.714
001628,6,2,14,9,0.75,0.3,0.484
001648,1,0,4,21,1.0,0.2,0.846
001649,5,0,0,42,1.0,1.0,1.0
001660,4,2,8,30,0.667,0.333,0.773
001665,4,4,8,5,0.5,0.333,0.429
001672,3,0,0,1,1.0,1.0,1.0
001674,1,0,1,8,1.0,0.5,0.9
001677,2,0,3,17,1.0,0.4,0.864
001678,2,0,2,31,1.0,0.5,0.943
001684,1,3,4,21,0.25,0.2,0.759
001694,4,3,9,15,0.571,0.308,0.613
001696,6,2,7,9,0.75,0.462,0.625
001706,8,1,7,29,0.889,0.533,0.822
001709,3,1,5,34,0.75,0.375,0.86
001716,4,1,4,17,0.8,0.5,0.808
001737,9,5,14,9,0.643,0.391,0.486
001743,1,1,1,14,0.5,0.5,0.882
001782,1,1,1,25,0.5,0.5,0.929
001799,3,1,5,64,0.75,0.375,0.918
001801,2,3,4,16,0.4,0.333,0.72
001811,3,0,3,4,1.0,0.5,0.7
001812,4,0,0,6,1.0,1.0,1.0
001825,2,1,8,19,0.667,0.2,0.7
001834,1,0,0,3,1.0,1.0,1.0
001845,1,0,0,7,1.0,1.0,1.0
001854,1,0,5,17,1.0,0.167,0.783
001882,7,2,15,15,0.778,0.318,0.564
001896,1,2,3,7,0.333,0.25,0.615
001904,1,0,5,9,1.0,0.167,0.667
001924,3,0,2,23,1.0,0.6,0.929
001930,2,0,8,29,1.0,0.2,0.795
001933,4,1,1,13,0.8,0.8,0.895
001940,5,0,3,11,1.0,0.625,0.842
001947,3,0,3,15,1.0,0.5,0.857
001952,3,0,3,12,1.0,0.5,0.833
001962,4,2,8,13,0.667,0.333,0.63
001965,4,1,2,13,0.8,0.667,0.85
001968,4,3,23,30,0.571,0.148,0.567
001975,2,0,3,10,1.0,0.4,0.8
001982,5,3,13,35,0.625,0.278,0.714
001989,4,1,1,2,0.8,0.8,0.75
001993,1,0,2,2,1.0,0.333,0.6
001999,1,0,0,2,1.0,1.0,1.0
002000,5,2,2,19,0.714,0.714,0.857
002004,5,0,2,33,1.0,0.714,0.95
002010,2,4,16,5,0.333,0.111,0.259
002036,4,2,12,13,0.667,0.25,0.548
002046,7,2,12,9,0.778,0.368,0.533
002059,0,1,3,29,0.0,0.0,0.879
002071,6,2,1,4,0.75,0.857,0.769
002082,6,0,0,11,1.0,1.0,1.0
002085,1,0,1,8,1.0,0.5,0.9
002118,6,2,7,29,0.75,0.462,0.795
002120,1,0,2,14,1.0,0.333,0.882
002124,4,0,6,22,1.0,0.4,0.812
002133,1,0,0,8,1.0,1.0,1.0
002142,3,0,2,13,1.0,0.6,0.889
002163,2,3,11,32,0.4,0.154,0.708
002172,1,0,7,9,1.0,0.125,0.588
002205,5,2,18,9,0.714,0.217,0.412
002222,10,2,9,12,0.833,0.526,0.667
002234,4,1,1,16,0.8,0.8,0.909
002237,3,1,5,3,0.75,0.375,0.5
002243,7,2,5,27,0.778,0.583,0.829
002257,11,0,5,11,1.0,0.688,0.815
002274,8,2,7,8,0.8,0.533,0.64
002279,2,1,9,37,0.667,0.182,0.796
002288,2,0,1,42,1.0,0.667,0.978
002318,4,1,4,17,0.8,0.5,0.808
002323,5,2,4,12,0.714,0.556,0.739
002342,9,2,8,15,0.818,0.529,0.706
002345,0,1,1,8,0.0,0.0,0.8
002361,2,0,0,17,1.0,1.0,1.0
002401,2,0,3,11,1.0,0.4,0.812
002416,5,2,12,16,0.714,0.294,0.6
002426,3,0,8,7,1.0,0.273,0.556
002434,4,0,1,18,1.0,0.8,0.957
002440,4,1,3,13,0.8,0.571,0.81
002446,10,0,5,47,1.0,0.667,0.919
002451,2,1,1,8,0.667,0.667,0.833
002475,4,5,11,17,0.444,0.267,0.568
002479,1,1,2,10,0.5,0.333,0.786
002493,5,1,6,8,0.833,0.455,0.65
002511,1,0,2,18,1.0,0.333,0.905
002545,5,1,0,36,0.833,1.0,0.976
002558,2,0,2,8,1.0,0.5,0.833
002567,9,2,3,10,0.818,0.75,0.792
002586,2,0,3,5,1.0,0.4,0.7
002588,6,2,11,15,0.75,0.353,0.618
002595,6,2,2,3,0.75,0.75,0.692
002597,3,1,1,19,0.75,0.75,0.917
002605,3,0,4,12,1.0,0.429,0.789
002609,1,0,1,23,1.0,0.5,0.96
002611,8,3,10,10,0.727,0.444,0.581
002651,5,0,9,13,1.0,0.357,0.667
002669,5,1,10,11,0.833,0.333,0.593
002672,3,0,5,15,1.0,0.375,0.783
002677,4,3,6,8,0.571,0.4,0.571
002681,3,0,3,17,1.0,0.5,0.87
002700,8,2,9,14,0.8,0.471,0.667
002710,1,1,2,4,0.5,0.333,0.625
002729,2,0,3,14,1.0,0.4,0.842
002735,2,1,4,3,0.667,0.333,0.5
002744,1,0,0,9,1.0,1.0,1.0
002750,7,2,8,14,0.778,0.467,0.677
002755,4,1,2,20,0.8,0.667,0.889
002760,1,1,2,5,0.5,0.333,0.667
002762,3,1,1,16,0.75,0.75,0.905
002766,2,0,4,13,1.0,0.333,0.789
002768,2,4,0,11,0.333,1.0,0.765
002778,6,4,21,5,0.6,0.222,0.306
002783,6,3,8,8,0.667,0.429,0.56
002788,1,0,1,6,1.0,0.5,0.875
002816,6,2,19,9,0.75,0.24,0.417
002863,1,1,1,23,0.5,0.5,0.923
002870,0,1,4,40,0.0,0.0,0.889
002879,6,0,13,20,1.0,0.316,0.667
002881,3,1,1,12,0.75,0.75,0.882
002898,4,2,7,10,0.667,0.364,0.609
002901,0,1,1,8,0.0,0.0,0.8
002906,0,1,1,10,0.0,0.0,0.833
002908,5,1,2,10,0.833,0.714,0.833
002914,2,1,5,12,0.667,0.286,0.7
002918,8,4,9,25,0.667,0.471,0.717
002926,2,5,4,22,0.286,0.333,0.727
002928,6,0,7,19,1.0,0.462,0.781
002945,3,1,0,9,0.75,1.0,0.923
002948,8,3,11,6,0.727,0.421,0.5
002950,1,1,5,8,0.5,0.167,0.6
002956,12,1,10,5,0.923,0.545,0.607
002957,6,0,1,10,1.0,0.857,0.941
002967,8,1,3,7,0.889,0.727,0.789
002971,7,1,2,10,0.875,0.778,0.85
002977,6,1,12,5,0.857,0.333,0.458
002980,5,1,3,8,0.833,0.625,0.765
002989,3,0,3,32,1.0,0.5,0.921
003010,2,0,2,3,1.0,0.5,0.714
003017,2,3,23,26,0.4,0.08,0.519
003019,2,0,6,15,1.0,0.25,0.739
003024,5,0,7,17,1.0,0.417,0.759
003041,6,3,10,17,0.667,0.375,0.639
003052,1,1,0,7,0.5,1.0,0.889
003054,4,0,1,8,1.0,0.8,0.923
003065,3,1,5,9,0.75,0.375,0.667
003074,6,2,3,14,0.75,0.667,0.8
003077,6,0,4,5,1.0,0.6,0.733
003087,1,2,0,4,0.333,1.0,0.714
003096,5,1,10,8,0.833,0.333,0.542
003103,2,0,2,14,1.0,0.5,0.889
003111,6,3,1,5,0.667,0.857,0.733
003114,1,0,0,6,1.0,1.0,1.0
003116,5,2,9,15,0.714,0.357,0.645
003132,1,1,3,29,0.5,0.25,0.882
003135,2,0,0,7,1.0,1.0,1.0
003137,5,1,2,10,0.833,0.714,0.833
003155,1,0,0,5,1.0,1.0,1.0
003164,8,1,1,15,0.889,0.889,0.92
003169,1,1,0,10,0.5,1.0,0.917
003173,0,1,2,10,0.0,0.0,0.769
003175,4,0,1,16,1.0,0.8,0.952
003188,10,5,5,11,0.667,0.667,0.677
003216,6,5,8,32,0.545,0.429,0.745
003222,6,4,10,6,0.6,0.375,0.462
003226,1,1,3,37,0.5,0.25,0.905
003227,1,0,0,7,1.0,1.0,1.0
003233,1,0,2,6,1.0,0.333,0.778
003239,0,1,0,13,0.0,1.0,0.929
003244,10,1,10,20,0.909,0.5,0.732
003253,1,1,3,18,0.5,0.25,0.826
003258,3,2,2,4,0.6,0.6,0.636
003260,2,1,0,13,0.667,1.0,0.938
003266,0,1,0,0,0.0,0.0,0.0
003287,3,0,12,20,1.0,0.2,0.657
003295,3,2,10,29,0.6,0.231,0.727
003301,3,0,0,11,1.0,1.0,1.0
003309,2,0,2,27,1.0,0.5,0.935
003313,1,0,2,28,1.0,0.333,0.935
003325,1,0,7,24,1.0,0.125,0.781
003332,4,0,4,23,1.0,0.5,0.871
003333,5,1,2,23,0.833,0.714,0.903
003336,3,2,5,8,0.6,0.375,0.611
003338,5,1,8,18,0.833,0.385,0.719
003347,9,0,7,16,1.0,0.562,0.781
003348,1,1,0,9,0.5,1.0,0.909
003356,4,3,9,6,0.571,0.308,0.455
003379,10,3,17,13,0.769,0.37,0.535
003382,2,1,4,45,0.667,0.333,0.904
003406,1,0,1,24,1.0,0.5,0.962
003413,1,1,0,10,0.5,1.0,0.917
003426,4,1,1,11,0.8,0.8,0.882
003436,2,0,5,11,1.0,0.286,0.722
003440,7,2,5,10,0.778,0.583,0.708
003443,6,1,0,3,0.857,1.0,0.9
003446,2,0,5,8,1.0,0.286,0.667
003488,1,0,0,22,1.0,1.0,1.0
003496,4,1,4,27,0.8,0.5,0.861
003498,3,4,1,20,0.429,0.75,0.821
003502,4,1,8,35,0.8,0.333,0.812
003504,3,2,6,13,0.6,0.333,0.667
003514,1,0,0,13,1.0,1.0,1.0
003525,4,2,1,41,0.667,0.8,0.938
003551,9,2,14,1,0.818,0.391,0.385
003559,3,0,0,8,1.0,1.0,1.0
003561,11,1,13,7,0.917,0.458,0.562
003562,3,1,5,44,0.75,0.375,0.887
003575,3,1,10,18,0.75,0.231,0.656
003576,5,1,8,7,0.833,0.385,0.571
003600,5,0,2,11,1.0,0.714,0.889
003606,4,2,3,26,0.667,0.571,0.857
003608,6,1,3,18,0.857,0.667,0.857
003610,4,0,1,11,1.0,0.8,0.938
003631,5,1,2,5,0.833,0.714,0.769
003634,2,3,4,5,0.4,0.333,0.5
003648,1,2,16,7,0.333,0.059,0.308
003650,3,1,16,14,0.75,0.158,0.5
003652,0,3,1,29,0.0,0.0,0.879
003654,1,1,9,20,0.5,0.1,0.677
003668,0,1,7,16,0.0,0.0,0.667
003702,5,0,6,8,1.0,0.455,0.684
003715,1,0,3,44,1.0,0.25,0.938
003722,2,1,2,12,0.667,0.5,0.824
003723,9,2,7,31,0.818,0.562,0.816
003724,5,1,8,7,0.833,0.385,0.571
003735,1,1,0,9,0.5,1.0,0.909
003743,12,1,8,4,0.923,0.6,0.64
003757,11,1,8,1,0.917,0.579,0.571
003762,3,0,2,18,1.0,0.6,0.913
003766,9,1,2,8,0.9,0.818,0.85
003803,6,0,1,6,1.0,0.857,0.923
003810,4,0,2,37,1.0,0.667,0.953
003838,1,1,3,17,0.5,0.25,0.818
003858,4,1,3,39,0.8,0.571,0.915
003864,6,3,11,15,0.667,0.353,0.6
003876,2,0,0,19,1.0,1.0,1.0
003901,1,0,5,9,1.0,0.167,0.667
003905,3,1,8,7,0.75,0.273,0.526
003917,2,2,5,21,0.5,0.286,0.767
003952,9,2,7,5,0.818,0.562,0.609
003967,4,0,14,6,1.0,0.222,0.417
003992,3,0,1,8,1.0,0.75,0.917
004015,2,1,0,4,0.667,1.0,0.857
004021,1,0,1,5,1.0,0.5,0.857
004023,2,0,5,21,1.0,0.286,0.821
004049,1,0,1,19,1.0,0.5,0.952
004055,1,0,2,17,1.0,0.333,0.9
004066,7,1,4,13,0.875,0.636,0.8
004068,4,0,1,19,1.0,0.8,0.958
004072,2,1,5,31,0.667,0.286,0.846
004094,3,1,2,19,0.75,0.6,0.88
004108,3,1,2,14,0.75,0.6,0.85
004125,3,0,4,9,1.0,0.429,0.75
004131,7,1,11,7,0.875,0.389,0.538
004140,4,3,9,4,0.571,0.308,0.4
004149,2,2,12,8,0.5,0.143,0.417
004162,1,1,8,1,0.5,0.111,0.182
004171,6,0,8,11,1.0,0.429,0.68
004186,5,1,4,6,0.833,0.556,0.688
004193,4,0,12,45,1.0,0.25,0.803
004209,1,0,0,8,1.0,1.0,1.0
004230,4,1,0,10,0.8,1.0,0.933
004247,3,0,14,11,1.0,0.176,0.5
004256,5,0,2,8,1.0,0.714,0.867
004260,3,2,2,7,0.6,0.6,0.714
004273,2,4,16,20,0.333,0.111,0.524
004290,3,0,0,4,1.0,1.0,1.0
004292,4,1,2,23,0.8,0.667,0.9
004295,5,1,6,2,0.833,0.455,0.5
004305,1,1,4,35,0.5,0.2,0.878
004313,1,0,0,12,1.0,1.0,1.0
004323,6,2,7,36,0.75,0.462,0.824
004334,2,1,1,27,0.667,0.667,0.935
004338,3,1,2,9,0.75,0.6,0.8
004340,2,0,3,6,1.0,0.4,0.727
004344,8,2,4,3,0.8,0.667,0.647
004351,2,0,6,3,1.0,0.25,0.455
004357,6,3,5,13,0.667,0.545,0.704
004361,8,0,3,45,1.0,0.727,0.946
004364,2,1,5,3,0.667,0.286,0.455
004374,2,0,1,4,1.0,0.667,0.857
004380,1,0,2,34,1.0,0.333,0.946
004389,6,0,1,1,1.0,0.857,0.875
004404,3,0,0,9,1.0,1.0,1.0
004423,3,0,12,21,1.0,0.2,0.667
004430,5,3,15,6,0.625,0.25,0.379
004435,12,3,13,7,0.8,0.48,0.543
004439,3,1,1,18,0.75,0.75,0.913
004446,6,0,0,4,1.0,1.0,1.0
004455,1,0,2,34,1.0,0.333,0.946
004456,2,0,1,10,1.0,0.667,0.923
004461,2,0,6,41,1.0,0.25,0.878
004472,1,1,2,16,0.5,0.333,0.85
004481,9,0,8,16,1.0,0.529,0.758
004484,2,0,3,20,1.0,0.4,0.88
004488,2,1,4,9,0.667,0.333,0.688
004496,1,0,0,8,1.0,1.0,1.0
004498,3,1,11,21,0.75,0.214,0.667
004501,1,1,0,10,0.5,1.0,0.917
004504,3,0,2,27,1.0,0.6,0.938
004510,3,1,3,10,0.75,0.5,0.765
004539,3,1,3,21,0.75,0.5,0.857
004541,4,1,22,26,0.8,0.154,0.566
004578,3,1,2,11,0.75,0.6,0.824
004586,3,1,4,30,0.75,0.429,0.868
004592,3,0,6,8,1.0,0.333,0.647
004593,1,0,2,29,1.0,0.333,0.938
004615,6,1,3,8,0.857,0.667,0.778
004627,4,0,7,7,1.0,0.364,0.611
004634,4,2,3,19,0.667,0.571,0.821
004647,0,1,0,7,0.0,1.0,0.875
004659,4,4,5,24,0.5,0.444,0.757
004667,1,0,0,10,1.0,1.0,1.0
004671,5,0,4,4,1.0,0.556,0.692
004678,4,3,7,22,0.571,0.364,0.722
004689,0,2,5,6,0.0,0.0,0.462
004719,5,4,15,11,0.556,0.25,0.457
004752,1,0,0,18,1.0,1.0,1.0
004769,2,1,4,12,0.667,0.333,0.737
004773,4,0,0,14,1.0,1.0,1.0
004775,0,1,4,6,0.0,0.0,0.545
004781,0,2,1,14,0.0,0.0,0.824
004790,6,3,7,17,0.667,0.462,0.697
004801,4,2,10,41,0.667,0.286,0.789
004803,1,0,0,8,1.0,1.0,1.0
004804,2,2,4,20,0.5,0.333,0.786
004812,3,1,4,20,0.75,0.429,0.821
004835,1,0,0,18,1.0,1.0,1.0
004844,4,3,1,7,0.571,0.8,0.733
004847,1,2,0,2,0.333,1.0,0.6
004851,5,2,4,9,0.714,0.556,0.7
004858,1,0,0,16,1.0,1.0,1.0
004871,6,0,8,12,1.0,0.429,0.692
004872,1,1,6,26,0.5,0.143,0.794
004885,2,2,6,13,0.5,0.25,0.652
004890,6,3,3,16,0.667,0.667,0.786
004897,6,1,5,2,0.857,0.545,0.571
004902,8,0,7,14,1.0,0.533,0.759
004908,5,1,3,7,0.833,0.625,0.75
004968,3,0,20,27,1.0,0.13,0.6
004969,4,0,5,28,1.0,0.444,0.865
004974,1,0,0,20,1.0,1.0,1.0
005012,5,4,15,34,0.556,0.25,0.672
005029,3,0,6,29,1.0,0.333,0.842
005032,3,1,5,14,0.75,0.375,0.739
005037,9,2,13,15,0.818,0.409,0.615
005046,6,2,7,10,0.75,0.462,0.64
005047,5,1,6,30,0.833,0.455,0.833
005075,3,0,6,36,1.0,0.333,0.867
005081,8,1,12,12,0.889,0.4,0.606
005089,5,2,1,19,0.714,0.833,0.889
005104,1,1,0,8,0.5,1.0,0.9
005108,4,1,16,5,0.8,0.2,0.346
005114,1,0,3,4,1.0,0.25,0.625
005118,3,0,2,6,1.0,0.6,0.818
005139,4,4,4,13,0.5,0.5,0.68
005144,1,2,10,15,0.333,0.091,0.571
005146,1,0,1,11,1.0,0.5,0.923
005150,3,0,3,4,1.0,0.5,0.7
005188,1,1,3,39,0.5,0.25,0.909
005194,0,1,0,20,0.0,1.0,0.952
005219,1,2,8,17,0.333,0.111,0.643
005220,0,1,0,27,0.0,1.0,0.964
005244,4,1,4,19,0.8,0.5,0.821
005251,8,2,3,5,0.8,0.727,0.722
005253,4,0,1,38,1.0,0.8,0.977
005256,4,4,3,14,0.5,0.571,0.72
005260,7,1,4,8,0.875,0.636,0.75
005284,6,1,1,5,0.857,0.857,0.846
005285,3,0,1,28,1.0,0.75,0.969
005292,3,0,6,7,1.0,0.333,0.625
005295,2,0,0,34,1.0,1.0,1.0
005301,3,1,5,26,0.75,0.375,0.829
005302,3,0,3,17,1.0,0.5,0.87
005305,5,2,3,10,0.714,0.625,0.75
005312,7,4,3,7,0.636,0.7,0.667
005324,4,0,3,9,1.0,0.571,0.812
005341,4,2,5,29,0.667,0.444,0.825
005362,2,0,3,21,1.0,0.4,0.885
005368,11,1,10,6,0.917,0.524,0.607
005375,5,4,4,6,0.556,0.556,0.579
005381,0,1,1,13,0.0,0.0,0.867
005385,12,2,7,21,0.857,0.632,0.786
005387,1,0,0,9,1.0,1.0,1.0
005410,3,1,5,6,0.75,0.375,0.6
005430,3,2,17,5,0.6,0.15,0.296
005438,5,1,3,9,0.833,0.625,0.778
005444,6,1,2,3,0.857,0.75,0.75
005460,4,1,1,17,0.8,0.8,0.913
005464,9,6,10,11,0.6,0.474,0.556
005468,2,6,8,13,0.25,0.2,0.517
005472,3,1,12,2,0.75,0.2,0.278
005474,2,0,3,16,1.0,0.4,0.857
005493,3,1,1,18,0.75,0.75,0.913
005535,1,0,1,15,1.0,0.5,0.941
005557,6,0,8,24,1.0,0.429,0.789
005561,1,0,11,9,1.0,0.083,0.476
005564,3,1,1,41,0.75,0.75,0.957
005575,1,0,0,15,1.0,1.0,1.0
005583,2,0,2,12,1.0,0.5,0.875
005592,2,1,4,16,0.667,0.333,0.783
005594,2,1,1,17,0.667,0.667,0.905
005602,5,0,0,12,1.0,1.0,1.0
005628,1,1,8,6,0.5,0.111,0.438
005631,5,3,10,8,0.625,0.333,0.5
005633,2,1,4,16,0.667,0.333,0.783
005699,6,1,6,13,0.857,0.5,0.731
005705,2,1,5,14,0.667,0.286,0.727
005714,1,1,1,7,0.5,0.5,0.8
005716,5,0,5,5,1.0,0.5,0.667
005717,4,2,5,28,0.667,0.444,0.821
005732,3,2,4,12,0.6,0.429,0.714
005746,2,0,4,14,1.0,0.333,0.8
005768,5,0,5,14,1.0,0.5,0.792
005793,6,4,6,21,0.6,0.5,0.73
005797,8,4,15,6,0.667,0.348,0.424
005799,11,2,12,17,0.846,0.478,0.667
005800,3,1,3,5,0.75,0.5,0.667
005807,6,1,4,10,0.857,0.6,0.762
005811,0,1,0,9,0.0,1.0,0.9
005824,3,1,5,34,0.75,0.375,0.86
005827,4,1,4,13,0.8,0.5,0.773
005839,0,1,3,8,0.0,0.0,0.667
005847,1,0,2,6,1.0,0.333,0.778
005861,1,2,11,29,0.333,0.083,0.698
005862,2,0,0,19,1.0,1.0,1.0
005863,1,0,0,10,1.0,1.0,1.0
005870,1,4,3,16,0.2,0.25,0.708
005874,1,2,6,22,0.333,0.143,0.742
005901,3,0,1,13,1.0,0.75,0.941
005910,5,2,4,9,0.714,0.556,0.7
005912,5,3,8,4,0.625,0.385,0.45
005913,2,1,4,12,0.667,0.333,0.737
005919,9,1,1,21,0.9,0.9,0.938
005920,5,1,4,29,0.833,0.556,0.872
005941,3,3,8,5,0.5,0.273,0.421
005947,2,1,1,5,0.667,0.667,0.778
005972,1,0,0,17,1.0,1.0,1.0
005986,2,1,2,23,0.667,0.5,0.893
005997,1,0,0,11,1.0,1.0,1.0
005998,6,3,20,20,0.667,0.231,0.531
006009,1,1,1,22,0.5,0.5,0.92
006017,8,2,6,14,0.8,0.571,0.733
006020,4,2,2,5,0.667,0.667,0.692
006033,5,4,4,17,0.556,0.556,0.733
006038,3,0,0,7,1.0,1.0,1.0
006056,5,2,3,3,0.714,0.625,0.615
006061,3,1,6,22,0.75,0.333,0.781
006066,4,0,0,10,1.0,1.0,1.0
006067,2,1,3,6,0.667,0.4,0.667
006082,2,0,2,10,1.0,0.5,0.857
006088,4,3,3,1,0.571,0.571,0.455
006093,0,1,2,9,0.0,0.0,0.75
006099,2,0,4,19,1.0,0.333,0.84
006101,1,0,0,9,1.0,1.0,1.0
006104,2,2,1,8,0.5,0.667,0.769
006107,2,0,1,5,1.0,0.667,0.875
006141,3,1,4,12,0.75,0.429,0.75
006155,2,4,7,16,0.333,0.222,0.621
006161,3,0,3,8,1.0,0.5,0.786
006166,1,3,5,19,0.25,0.167,0.714
006178,5,1,5,31,0.833,0.5,0.857
