,image_id,tp,fp,fn,precision,recall
164,009775,10,5,19,0.667,0.345
165,029631,6,2,28,0.75,0.176
166,020317,7,15,36,0.318,0.163
167,019358,7,3,13,0.7,0.35
168,022093,1,2,14,0.333,0.067
169,038439,9,7,29,0.562,0.237
170,026369,3,4,14,0.429,0.176
171,024367,3,2,15,0.6,0.167
172,034497,0,1,4,0.0,0.0
173,049078,7,6,17,0.538,0.292
174,015250,4,6,28,0.4,0.125
175,002700,6,7,47,0.462,0.113
176,049134,0,3,10,0.0,0.0
177,021135,5,6,12,0.455,0.294
178,010255,4,5,18,0.444,0.182
179,034724,6,7,43,0.462,0.122
180,027264,4,6,32,0.4,0.111
181,001672,4,1,7,0.8,0.364
182,015665,2,5,20,0.286,0.091
183,038970,3,0,5,1.0,0.375
184,041880,13,6,42,0.684,0.236
185,021435,2,1,2,0.667,0.5
186,035153,5,9,48,0.357,0.094
187,001678,2,0,5,1.0,0.286
188,011374,3,5,7,0.375,0.3
189,014230,3,5,16,0.375,0.158
190,049266,7,4,15,0.636,0.318
191,035932,0,1,11,0.0,0.0
192,006009,1,3,9,0.25,0.1
193,042703,4,4,18,0.5,0.182
194,016481,1,9,19,0.1,0.05
195,026731,7,5,35,0.583,0.167
196,038238,6,1,4,0.857,0.6
197,027030,1,0,10,1.0,0.091
198,012351,5,0,16,1.0,0.238
199,047987,0,1,12,0.0,0.0
200,028831,2,9,23,0.182,0.08
201,029383,5,1,9,0.833,0.357
202,000654,1,1,9,0.5,0.1
203,017625,0,1,7,0.0,0.0
204,031669,1,2,13,0.333,0.071
205,024321,2,6,14,0.25,0.125
206,021942,1,3,7,0.25,0.125
207,008197,6,6,20,0.5,0.231
208,005870,3,3,12,0.5,0.2
209,016792,2,1,6,0.667,0.25
210,047361,0,4,12,0.0,0.0
211,012873,3,3,12,0.5,0.2
212,044725,7,6,19,0.538,0.269
213,005834,0,3,29,0.0,0.0
214,035735,2,2,20,0.5,0.091
215,018317,0,2,13,0.0,0.0
216,022213,1,0,1,1.0,0.5
217,001181,0,1,7,0.0,0.0
218,020839,4,4,8,0.5,0.333
219,021261,4,2,7,0.667,0.364
220,024831,4,6,22,0.4,0.154
221,029567,4,1,16,0.8,0.2
222,011018,0,4,9,0.0,0.0
223,030084,1,1,6,0.5,0.143
224,043737,1,7,25,0.125,0.038
225,023756,6,7,19,0.462,0.24
226,029560,0,9,35,0.0,0.0
227,049975,1,4,14,0.2,0.067
228,042179,4,6,32,0.4,0.111
229,009544,1,0,3,1.0,0.25
230,002744,1,0,12,1.0,0.077
231,041727,10,4,17,0.714,0.37
232,042440,5,5,8,0.5,0.385
233,035656,2,2,21,0.5,0.087
234,015543,1,4,22,0.2,0.043
235,005285,3,4,15,0.429,0.167
236,003608,5,6,15,0.455,0.25
237,011424,2,0,4,1.0,0.333
238,034312,0,8,21,0.0,0.0
239,017035,6,11,41,0.353,0.128
240,004541,3,7,31,0.3,0.088
241,003087,4,1,24,0.8,0.143
242,026185,2,6,4,0.25,0.333
243,009916,2,0,13,1.0,0.133
244,019667,2,1,13,0.667,0.133
245,003631,5,1,11,0.833,0.312
246,049373,5,4,9,0.556,0.357
247,005861,1,9,28,0.1,0.034
248,036910,5,9,26,0.357,0.161
249,013179,0,2,1,0.0,0.0
250,010366,3,4,16,0.429,0.158
251,048878,2,1,8,0.667,0.2
252,008285,5,5,15,0.5,0.25
253,031093,6,2,17,0.75,0.261
254,016504,4,6,18,0.4,0.182
255,009717,8,4,11,0.667,0.421
256,018367,3,2,12,0.6,0.2
257,020698,2,4,17,0.333,0.105
258,038611,7,9,19,0.437,0.269
259,013920,4,1,14,0.8,0.222
260,006353,8,2,6,0.8,0.571
261,048481,7,10,49,0.412,0.125
262,003488,1,5,25,0.167,0.038
263,009897,3,8,25,0.273,0.107
264,009063,8,7,13,0.533,0.381
265,046607,3,2,15,0.6,0.167
266,044166,8,3,27,0.727,0.229
267,016509,8,3,17,0.727,0.32
268,042043,3,3,15,0.5,0.167
269,008133,5,4,15,0.556,0.25
270,013663,3,8,14,0.273,0.176
271,016473,3,4,15,0.429,0.167
272,024817,3,4,10,0.429,0.231
273,008254,5,8,32,0.385,0.135
274,026936,1,1,5,0.5,0.167
275,024128,2,4,15,0.333,0.118
276,001349,5,10,13,0.333,0.278
277,014327,2,4,16,0.333,0.111
278,031441,0,1,3,0.0,0.0
279,015083,3,4,35,0.429,0.079
280,043455,4,2,11,0.667,0.267
281,030510,1,2,15,0.333,0.062
282,009045,2,2,19,0.5,0.095
283,020614,5,6,18,0.455,0.217
284,018571,2,2,7,0.5,0.222
285,030549,5,6,18,0.455,0.217
286,038206,2,1,12,0.667,0.143
287,049289,10,14,35,0.417,0.222
288,049061,8,4,21,0.667,0.276
289,002669,3,7,54,0.3,0.053
290,044535,1,4,18,0.2,0.053
291,005012,8,6,34,0.571,0.19
292,022015,3,1,9,0.75,0.25
293,004592,5,3,27,0.625,0.156
294,013482,1,2,6,0.333,0.143
295,009969,4,4,9,0.5,0.308
296,047795,7,8,22,0.467,0.241
297,043953,2,2,14,0.5,0.125
298,019776,4,4,32,0.5,0.111
299,012890,8,3,14,0.727,0.364
300,045378,0,3,31,0.0,0.0
301,005874,2,2,20,0.5,0.091
302,012079,2,2,14,0.5,0.125
303,011561,4,3,14,0.571,0.222
304,002816,7,13,56,0.35,0.111
305,041980,6,2,13,0.75,0.316
306,035023,8,3,32,0.727,0.2
307,002010,4,8,38,0.333,0.095
308,004456,2,2,12,0.5,0.143
309,031372,1,1,1,0.5,0.5
310,016896,5,7,22,0.417,0.185
311,048301,3,3,12,0.5,0.2
312,017286,6,3,19,0.667,0.24
313,016068,3,3,8,0.5,0.273
314,047390,3,2,25,0.6,0.107
315,006314,1,2,6,0.333,0.143
316,036884,5,7,18,0.417,0.217
317,026772,1,0,9,1.0,0.1
318,014036,3,1,19,0.75,0.136
319,017944,6,8,19,0.429,0.24
320,049350,6,3,11,0.667,0.353
321,013064,0,2,7,0.0,0.0
322,033524,4,6,27,0.4,0.129
323,034234,5,10,38,0.333,0.116
324,039666,2,1,16,0.667,0.111
325,010590,1,1,9,0.5,0.1
326,033626,0,3,4,0.0,0.0
327,000630,9,5,21,0.643,0.3
328,026009,3,3,21,0.5,0.125
329,041885,7,7,21,0.5,0.25
330,003222,7,5,17,0.583,0.292
331,041833,1,3,16,0.25,0.059
332,045978,3,5,9,0.375,0.25
333,023716,5,25,43,0.167,0.104
334,038950,0,1,15,0.0,0.0
335,009533,3,1,11,0.75,0.214
336,030975,5,13,45,0.278,0.1
337,035885,13,7,20,0.65,0.394
338,035054,3,2,43,0.6,0.065
339,017635,1,0,0,1.0,1.0
340,024616,7,10,46,0.412,0.132
341,027339,1,0,0,1.0,1.0
342,004461,2,3,10,0.4,0.167
343,026306,2,3,9,0.4,0.182
344,049182,3,0,1,1.0,0.75
345,045188,5,10,29,0.333,0.147
346,036296,3,1,7,0.75,0.3
347,028349,6,5,15,0.545,0.286
348,039553,2,2,5,0.5,0.286
349,002735,3,3,17,0.5,0.15
350,003498,9,7,31,0.562,0.225
351,031753,5,1,6,0.833,0.455
352,042101,1,1,13,0.5,0.071
353,012608,2,2,19,0.5,0.095
354,024995,5,7,11,0.417,0.312
355,045267,5,2,13,0.714,0.278
356,040603,5,3,10,0.625,0.333
357,044719,4,2,16,0.667,0.2
358,003496,4,3,20,0.571,0.167
359,015587,2,0,7,1.0,0.222
360,034388,2,4,16,0.333,0.111
361,031163,5,5,16,0.5,0.238
362,039554,0,1,5,0.0,0.0
363,024855,2,3,10,0.4,0.167
364,045315,0,4,5,0.0,0.0
365,026704,4,3,37,0.571,0.098
366,044798,3,5,14,0.375,0.176
367,040540,6,6,38,0.5,0.136
368,027646,1,0,13,1.0,0.071
369,021785,2,0,3,1.0,0.4
370,037130,0,1,10,0.0,0.0
371,044683,5,1,4,0.833,0.556
372,015445,1,2,8,0.333,0.111
373,011754,2,1,7,0.667,0.222
374,012559,3,0,7,1.0,0.3
375,025288,1,0,8,1.0,0.111
376,029542,0,2,7,0.0,0.0
377,033313,1,2,26,0.333,0.037
378,025731,4,9,39,0.308,0.093
379,020093,7,5,14,0.583,0.333
380,042183,2,3,5,0.4,0.286
381,047513,3,4,8,0.429,0.273
382,019145,3,5,12,0.375,0.2
383,003074,6,5,29,0.545,0.171
384,029187,3,3,4,0.5,0.429
385,036584,8,12,28,0.4,0.222
386,002475,5,10,43,0.333,0.104
387,035992,4,4,11,0.5,0.267
388,023844,1,2,4,0.333,0.2
389,038960,1,1,6,0.5,0.143
390,041859,2,2,4,0.5,0.333
391,009464,3,3,16,0.5,0.158
392,003114,2,2,20,0.5,0.091
393,000035,3,1,22,0.75,0.12
394,027904,1,1,3,0.5,0.25
395,002237,4,1,18,0.8,0.182
396,029798,5,3,25,0.625,0.167
397,046192,8,4,26,0.667,0.235
398,024343,4,3,10,0.571,0.286
399,008908,4,3,14,0.571,0.222
400,001160,4,10,24,0.286,0.143
401,020290,1,3,9,0.25,0.1
402,022541,1,0,2,1.0,0.333
403,049893,0,5,41,0.0,0.0
404,033495,7,4,35,0.636,0.167
405,013270,2,0,7,1.0,0.222
406,028502,1,3,22,0.25,0.043
407,022839,1,1,18,0.5,0.053
408,034552,0,1,1,0.0,0.0
409,021617,3,2,10,0.6,0.231
410,034035,3,3,5,0.5,0.375
411,021596,1,4,10,0.2,0.091
412,009554,5,3,28,0.625,0.152
413,016890,3,1,3,0.75,0.5
414,016913,2,0,4,1.0,0.333
415,012270,4,2,11,0.667,0.267
416,034086,4,6,36,0.4,0.1
417,002558,3,1,17,0.75,0.15
418,011238,6,11,22,0.353,0.214
419,029679,2,3,17,0.4,0.105
420,006648,1,3,13,0.25,0.071
421,032369,2,2,14,0.5,0.125
422,023882,4,1,12,0.8,0.25
423,037332,0,1,17,0.0,0.0
424,013052,3,5,6,0.375,0.333
425,028927,0,1,2,0.0,0.0
426,020210,4,4,21,0.5,0.16
427,006082,2,0,5,1.0,0.286
428,014472,6,4,23,0.6,0.207
429,048067,5,2,12,0.714,0.294
430,047137,3,5,12,0.375,0.2
431,026179,4,3,5,0.571,0.444
432,006037,0,1,10,0.0,0.0
433,047418,1,3,44,0.25,0.022
434,030619,5,5,17,0.5,0.227
435,046449,2,1,12,0.667,0.143
436,024108,5,2,11,0.714,0.312
437,020807,5,3,24,0.625,0.172
438,033130,1,0,5,1.0,0.167
439,035307,6,5,35,0.545,0.146
440,024788,0,1,9,0.0,0.0
441,003216,6,7,37,0.462,0.14
442,036241,2,2,8,0.5,0.2
443,025898,5,4,22,0.556,0.185
444,007595,1,1,8,0.5,0.111
445,016364,3,1,3,0.75,0.5
446,015784,3,6,19,0.333,0.136
447,034465,4,3,11,0.571,0.267
448,048948,3,7,27,0.3,0.1
449,029927,0,1,2,0.0,0.0
450,015621,1,1,10,0.5,0.091
451,025837,5,5,19,0.5,0.208
452,006574,1,0,3,1.0,0.25
453,010914,0,1,9,0.0,0.0
454,039711,8,6,13,0.571,0.381
455,033076,0,4,11,0.0,0.0
456,042283,1,1,3,0.5,0.25
457,004835,1,0,7,1.0,0.125
458,016051,6,4,18,0.6,0.25
459,012442,2,0,2,1.0,0.5
460,041710,9,4,9,0.692,0.5
461,025886,4,1,6,0.8,0.4
462,002948,5,9,17,0.357,0.227
463,043417,4,4,10,0.5,0.286
464,047911,6,1,5,0.857,0.545
465,004323,8,3,15,0.727,0.348
466,003295,7,12,41,0.368,0.146
467,034588,4,5,19,0.444,0.174
468,007588,1,1,6,0.5,0.143
469,027687,2,1,1,0.667,0.667
470,000559,8,12,26,0.4,0.235
471,039496,0,1,3,0.0,0.0
472,048325,6,7,40,0.462,0.13
473,006360,1,0,2,1.0,0.333
474,007418,2,2,4,0.5,0.333
475,042159,1,0,6,1.0,0.143
476,031843,5,6,17,0.455,0.227
477,024225,0,4,20,0.0,0.0
478,048002,6,1,4,0.857,0.6
479,000034,10,5,32,0.667,0.238
480,023213,15,7,32,0.682,0.319
481,031498,10,10,29,0.5,0.256
482,016597,3,0,5,1.0,0.375
483,040364,1,1,9,0.5,0.1
484,023985,3,6,21,0.333,0.125
485,033123,2,0,4,1.0,0.333
486,037324,2,2,3,0.5,0.4
487,036291,1,0,11,1.0,0.083
488,014364,4,2,12,0.667,0.25
489,035078,0,2,20,0.0,0.0
490,028516,5,4,29,0.556,0.147
491,042113,3,5,21,0.375,0.125
492,044619,4,3,15,0.571,0.211
493,009839,2,7,17,0.222,0.105
494,022783,2,0,9,1.0,0.182
495,028824,0,1,16,0.0,0.0
496,026305,1,2,8,0.333,0.111
497,019053,4,5,23,0.444,0.148
498,001315,1,0,8,1.0,0.111
499,045144,4,2,5,0.667,0.444
500,046708,2,2,6,0.5,0.25
501,007308,3,4,14,0.429,0.176
502,023580,0,1,21,0.0,0.0
503,021647,8,7,18,0.533,0.308
504,021021,5,7,13,0.417,0.278
505,017643,3,1,6,0.75,0.333
506,017539,3,3,6,0.5,0.333
507,042067,1,2,10,0.333,0.091
508,005464,7,15,20,0.318,0.259
509,011293,2,5,16,0.286,0.111
510,016391,4,8,34,0.333,0.105
511,009298,4,5,12,0.444,0.25
512,026694,9,9,27,0.5,0.25
513,004380,1,1,12,0.5,0.077
514,015253,1,4,31,0.2,0.031
515,032201,1,4,8,0.2,0.111
516,042639,2,1,19,0.667,0.095
517,007800,3,1,7,0.75,0.3
518,032702,4,3,7,0.571,0.364
519,010493,1,7,13,0.125,0.071
520,043052,2,1,2,0.667,0.5
521,025509,2,1,1,0.667,0.667
522,031751,0,1,1,0.0,0.0
523,007834,1,1,6,0.5,0.143
524,017946,2,3,20,0.4,0.091
525,033836,3,11,36,0.214,0.077
526,009209,2,1,3,0.667,0.4
527,022621,6,15,42,0.286,0.125
528,025372,3,2,14,0.6,0.176
529,025739,6,3,13,0.667,0.316
530,026135,5,3,10,0.625,0.333
531,044438,1,1,2,0.5,0.333
532,044278,0,3,22,0.0,0.0
533,034784,1,3,18,0.25,0.053
534,014948,4,7,11,0.364,0.267
535,007744,2,0,8,1.0,0.2
536,048894,6,3,7,0.667,0.462
537,028964,7,4,26,0.636,0.212
538,048787,6,8,17,0.429,0.261
539,022698,2,2,10,0.5,0.167
540,037012,7,4,15,0.636,0.318
541,006972,1,1,6,0.5,0.143
542,041216,4,1,10,0.8,0.286
543,042887,1,0,2,1.0,0.333
544,043511,1,1,7,0.5,0.125
545,034071,2,3,15,0.4,0.118
546,002980,5,4,22,0.556,0.185
547,023343,5,3,22,0.625,0.185
548,039517,4,2,19,0.667,0.174
549,032991,3,3,14,0.5,0.176
550,011335,1,3,38,0.25,0.026
551,025847,1,2,5,0.333,0.167
552,001159,2,5,17,0.286,0.105
553,037855,4,4,8,0.5,0.333
554,039011,2,3,11,0.4,0.154
555,032361,2,5,26,0.286,0.071
556,002434,4,2,15,0.667,0.211
557,011159,2,1,11,0.667,0.154
558,001989,5,1,8,0.833,0.385
559,042106,2,3,20,0.4,0.091
560,026312,2,1,19,0.667,0.095
561,007091,4,14,32,0.222,0.111
562,010981,7,4,13,0.636,0.35
563,045624,5,3,26,0.625,0.161
564,015464,2,4,15,0.333,0.118
565,040001,2,0,13,1.0,0.133
566,017008,1,7,20,0.125,0.048
567,012701,4,5,12,0.444,0.25
568,019955,3,8,24,0.273,0.111
569,020102,1,5,3,0.167,0.25
570,008385,2,0,1,1.0,0.667
571,048959,0,1,1,0.0,0.0
572,006104,3,2,8,0.6,0.273
573,024722,2,3,4,0.4,0.333
574,021510,10,9,42,0.526,0.192
575,049298,1,2,10,0.333,0.091
576,033270,3,5,20,0.375,0.13
577,045881,1,2,2,0.333,0.333
578,047303,5,6,37,0.455,0.119
579,025257,0,3,16,0.0,0.0
580,010228,5,2,5,0.714,0.5
581,035672,1,2,9,0.333,0.1
582,033889,3,1,3,0.75,0.5
583,045585,1,1,3,0.5,0.25
584,030081,3,4,16,0.429,0.158
585,019773,5,1,14,0.833,0.263
586,025331,4,2,20,0.667,0.167
587,008073,0,1,16,0.0,0.0
588,028654,2,3,9,0.4,0.182
589,025202,3,6,37,0.333,0.075
590,045440,1,0,0,1.0,1.0
591,039096,5,4,44,0.556,0.102
592,021115,4,2,12,0.667,0.25
593,039685,1,3,4,0.25,0.2
594,011481,3,3,16,0.5,0.158
595,045331,3,18,52,0.143,0.055
596,039022,4,3,26,0.571,0.133
597,020940,3,2,25,0.6,0.107
598,032080,1,0,1,1.0,0.5
599,017375,2,4,5,0.333,0.286
600,002118,5,6,24,0.455,0.172
601,023894,1,3,38,0.25,0.026
602,029041,4,2,9,0.667,0.308
603,008663,7,4,44,0.636,0.137
604,031487,2,1,14,0.667,0.125
605,015432,3,6,39,0.333,0.071
606,024559,6,0,6,1.0,0.5
607,030568,4,1,26,0.8,0.133
608,014625,1,2,24,0.333,0.04
609,024275,3,1,15,0.75,0.167
610,004510,5,6,15,0.455,0.25
611,044757,1,1,11,0.5,0.083
612,014960,2,1,15,0.667,0.118
613,003443,7,3,10,0.7,0.412
614,009850,1,3,20,0.25,0.048
615,030571,4,0,25,1.0,0.138
616,039044,5,6,31,0.455,0.139
617,040403,3,4,24,0.429,0.111
618,009419,1,0,2,1.0,0.333
619,047118,4,7,30,0.364,0.118
620,017279,1,0,11,1.0,0.083
621,021068,7,5,13,0.583,0.35
622,045274,2,2,7,0.5,0.222
623,017980,0,2,7,0.0,0.0
624,046824,1,0,11,1.0,0.083
625,003253,0,3,12,0.0,0.0
626,036248,2,3,10,0.4,0.167
627,014615,1,0,3,1.0,0.25
628,014009,2,5,24,0.286,0.077
629,033786,3,5,9,0.375,0.25
630,048733,2,4,13,0.333,0.133
631,011086,5,5,13,0.5,0.278
632,006362,1,1,0,0.5,1.0
633,039674,5,0,6,1.0,0.455
634,005824,4,1,13,0.8,0.235
635,043486,1,2,13,0.333,0.071
636,048852,2,3,14,0.4,0.125
637,013418,4,11,20,0.267,0.167
638,036338,4,8,27,0.333,0.129
639,036488,2,2,16,0.5,0.111
640,040329,3,1,35,0.75,0.079
641,025927,2,1,0,0.667,1.0
642,002901,2,9,48,0.182,0.04
643,009899,0,5,22,0.0,0.0
644,000911,2,4,10,0.333,0.167
645,045929,5,9,37,0.357,0.119
646,009436,5,3,16,0.625,0.238
647,008499,6,6,46,0.5,0.115
648,024132,2,4,12,0.333,0.143
649,006141,3,7,27,0.3,0.1
650,034502,2,0,28,1.0,0.067
651,014343,4,10,46,0.286,0.08
652,002651,5,0,15,1.0,0.25
653,018179,0,3,5,0.0,0.0
654,030145,2,0,18,1.0,0.1
655,035730,5,3,32,0.625,0.135
656,033985,1,1,11,0.5,0.083
657,016873,2,0,4,1.0,0.333
658,029515,6,0,6,1.0,0.5
659,015287,6,4,16,0.6,0.273
660,003723,8,7,16,0.533,0.333
661,043926,3,4,17,0.429,0.15
662,029409,3,21,34,0.125,0.081
663,025099,1,2,9,0.333,0.1
664,028596,2,2,4,0.5,0.333
665,026594,3,3,11,0.5,0.214
666,040353,0,1,7,0.0,0.0
667,011951,0,2,32,0.0,0.0
668,028110,1,1,2,0.5,0.333
669,015080,5,5,37,0.5,0.119
670,031790,6,4,15,0.6,0.286
671,005156,1,1,10,0.5,0.091
672,031111,2,1,5,0.667,0.286
673,012105,3,3,10,0.5,0.231
674,028028,1,1,5,0.5,0.167
675,004504,3,0,2,1.0,0.6
676,034717,3,0,13,1.0,0.187
677,044649,3,1,10,0.75,0.231
678,025157,5,2,10,0.714,0.333
679,041328,2,0,6,1.0,0.25
680,037911,13,7,22,0.65,0.371
681,024007,10,7,60,0.588,0.143
682,038841,7,5,20,0.583,0.259
683,022631,7,5,18,0.583,0.28
684,024496,6,4,37,0.6,0.14
685,004481,9,5,21,0.643,0.3
686,042651,4,5,17,0.444,0.19
687,011994,5,2,13,0.714,0.278
688,025986,1,2,19,0.333,0.05
689,020327,9,3,10,0.75,0.474
690,026676,5,9,38,0.357,0.116
691,042560,1,1,14,0.5,0.067
692,047417,1,2,14,0.333,0.067
693,041455,2,6,18,0.25,0.1
694,040340,1,2,3,0.333,0.25
695,036310,1,1,2,0.5,0.333
696,000824,5,2,21,0.714,0.192
697,029426,4,1,5,0.8,0.444
698,006236,4,4,11,0.5,0.267
699,005493,3,3,13,0.5,0.187
700,033933,5,5,29,0.5,0.147
701,010608,2,0,3,1.0,0.4
702,049094,2,0,4,1.0,0.333
703,027397,7,7,21,0.5,0.25
704,028706,0,1,5,0.0,0.0
705,005575,1,2,7,0.333,0.125
706,019248,4,5,17,0.444,0.19
707,030733,2,3,7,0.4,0.222
708,009624,3,4,27,0.429,0.1
709,001511,4,2,9,0.667,0.308
710,045886,1,0,15,1.0,0.062
711,001121,3,7,69,0.3,0.042
712,019482,4,3,5,0.571,0.444
713,017494,6,3,9,0.667,0.4
714,031726,4,7,27,0.364,0.129
715,024218,2,1,26,0.667,0.071
716,046659,1,3,27,0.25,0.036
717,027213,2,1,17,0.667,0.105
718,042424,5,12,31,0.294,0.139
719,008589,1,3,9,0.25,0.1
720,016285,4,3,16,0.571,0.2
721,044777,0,3,5,0.0,0.0
722,013248,1,16,44,0.059,0.022
723,019661,6,6,17,0.5,0.261
724,023997,0,3,9,0.0,0.0
725,014988,2,5,27,0.286,0.069
726,013324,6,1,12,0.857,0.333
727,017022,7,6,19,0.538,0.269
728,033369,11,12,43,0.478,0.204
729,028496,6,6,15,0.5,0.286
730,039768,1,1,9,0.5,0.1
731,010910,9,4,13,0.692,0.409
732,044168,2,5,15,0.286,0.118
733,049392,0,3,13,0.0,0.0
